product_name,brand,proteins
Comté,Entremont,26.0
Camembert,Cœur de Lion,20.0
BRIDELIGHT LE BON MOELLEUX ALLEGE 5%MG 350g,Bridelight,25.0
Curly cacahuète l'original,"Curly, Intersnack, Vico",13.0
Grilletine froment,"Brioche Pasquier,Pasquier",12.0
Saint Agur,"Saint Agur, Savencia",16.0
PAIN MIE SANDWICH BIO* COMPLET Sans sucres ajoutés 500G,Bien,10.0
Red Kidney Beans,Freshona,8.4
HERTA Blanc Poulet Nature conservation sans nitrite x4 -140g,Herta,21.0
Mélange de noix et d'olives,Alesto,23.5
Bran Flakes,Harvest Morn,12.0
Cocoa Alpha Bites,BEAR,10.0
CRISP BREAD Blackpepper,RYVITA,8.8
Wheat flour sourdough bread,"sainsbury's bakery,Sainsbury's",8.43
Caprice des Dieux,"Caprice Des Dieux, Savencia",15.0
Skyr framboise,Siggi's,8.9
St Moret ligne et plaisir,"Fromarsac, Savencia, St Moret",10.0
Havarti light,Hacendado,27.0
Kikkoman Soyasaus glutenfrei,KIKKOMAN,10.0
Rostlinná slanina,La Vie,15.0
Dark chocolate,Moser Roth,9.3
Chergui proteine,Chergui,36.0
Snack poppé T&H,Too GoodFrance,18.0
Pâtes spaghetti n°5 1kg,Barilla,13.0
HERTA Pâte à Pizza Fine et Rectangulaire 390g,Herta,8.7
Carres graines pepites de chocolat,"Lidl, Sondey",8.7
Boursin ail et fines herbes,"Boursin,Boursin atartiner/core cheese",8.5
Chips de lentilles saveur oignons caramélisés,Vico,13.0
Breakfast Milk & Cereals Biscuits,Belvita,8.1
Boulettes aux Légumes,"Nestlé,Garden gourmet",16.2
Gerblé cacao céréales,Gerblé,10.0
MOZZARELLA PIZZA-ROMA,Hacendado,21.0
Pan de molde 12 cereales y semillas,Hacendado,11.0
Ferrero rocher,Ferrero,8.2
Flocons d'avoine,"Marque Repère, Grainéa",14.0
Chia seeds,natural happiness,18.4
Rôti de Poulet - 100% filet,Fleury Michon,22.0
Petit déjeuner fruits rouges,Gerblé,8.7
Classic Margherita Mozzarella & Tomato Pizza,Pizza Express,15.3
Cod Fish Fingers,Birds Eye,12.0
wholemeal sourdough bread,Taste the difference,10.9
,Ferrero Rocher,8.2
8 Tortillas - Blé nature,"General Mills, Old el Paso",9.1
Pain de mie grandes tranches complet,"Marque Repère, Epi d'Or, Scamark (Filiale E. Leclerc)",9.3
Queso rallado parmesano,Extra Sapori d'Italia,32.0
Chocolat Tentation Noir Gourmand Amandes,Aiguebelle,9.2
GARDEN GOURMET Nuggets Soja 200g,Garden gourmet,13.1
Tortelloni Ricotta et épinards,"Baresa, Lidl, Ospelt food AG",9.2
Super Seeds Salad Topper,Good 4U,30.0
Thon a lhuile,,29.6
Old English Medium Sliced White Bread,Warburtons,9.4
NESTLÉ DESSERT 70% Absolu 170g,"Nestlé,Nestlé Dessert,Tablettes",9.0
Almendra natural,Hacendado,25.2
Kiri® Crème 24 portions,Kiri,9.0
Bio crackers,Lidl,14.0
Couscous Moyen,Dari,12.0
Shredded Wheat,Nestlé,11.75
Crunchy Peanut Butter,Maribel,27.0
Smooth Almond Butter,Pip & Nut,20.9
Soft Tiger Bloomer,Warburtons,10.1
Crème cuisson,Jaouda,9.0
Thon entier au naturel,Nixe,26.0
Cacau em pó,"Belbake Lidl, Belbake",23.3
,Snack Day,10.0
Super Berry Granola,Bio & Me,11.0
biotiful gut health kefir protues,Biotiful,30.0
Wheat and Rye Soughdough Half Bloomer,Sainsburys,9.0
María 100% Integral,"Hacendado, Siro",8.7
Tartines Craquantes Multi-Céréales,Céréal bio,9.9
Sainte-Maure,Soignon,20.0
Tipiak Graine Parfumé,Tipiak,8.2
Chips de Sarrasin au Sel de Guerande,Brets,8.9
le Brie,Président,17.0
Menguy's Beurre de cacahuètes crunchy,Menguy's,25.0
Anacardo natural,Hacendado,21.9
Vegemite,"Sainsbury's, Sainsburys Taste the Difference Taste the difference",25.9
Wholemeal Bagels,New York Bakery Co.,10.7
Intense Dark Chocolate 85% Cocoa Solids,Marks & Spencer,9.1
CIABATTA ROLLS,Aldi,10.4
Le Classique Soja et Blé,"Nestlé, Garden gourmet",21.0
100% cacao puro natural,VALOR,25.0
10 Pains au lait frais sans sucres ajoutés 350g,la boulangère,10.0
Protein strawberry,Arla,20.0
Scottish Rough Oatcakes,Savour Bakes,10.0
Shredded Wheat,Nestlé,12.0
Delfy,delfy,30.1
Curly cacahuete,"Curly, Vico",13.0
Bio Reiswaffeln mit Salz,"Lidl, Sondey",8.5
NESTLÉ DESSERT Corsé 200g,"Nestlé, Nestlé Dessert, Tablettes",8.3
Muesli Frutas,"Hacendado, Mercadona",9.1
Filets de Sardines Citron Basilic,Saupiquet,17.0
Muesli,Bjorg,11.0
M&M's Cacahuètes - Pack familial,"M&M's, Mars",9.8
Räuchertofu Mandel-Sesam,taifun,19.0
Rana spinach and ricotta fresh tortelloni,Rana,12.0
Hazelnut Butter Dark Chocolate,Hu,9.4
Thon à l'huile végétale,,21.1
Krisprolls,Pagen,12.0
Skyr vanille,Siggi's,12.2
Amandes grillées sans sel,maître prunille,25.0
Schokobons,Kinder,8.3
Tuna Fillets in Brine,Nixe,23.5
Croustibat,Findus,13.0
Crunchy Peanut Butter,"Alcafé, Whole Earth",27.7
Marmite Reduced Salt,Marmite,39.0
Joly,Les Conserveries Marocaines Doha,33.0
6 Wholemeal Pitta Breads,Rowan Hill Bakery,10.0
La Vie Jambon Végétal,LA VIE,19.5
BelVita Original Petit Déjeuner pépites de chocolat,"LU, belVita",8.6
Flocons d'avoine complets,Terres & Céréales BIO,12.0
Biscuits nappés de chocolat noir,Bjorg,9.7
Pain grillé,Brioche Pasquier,11.0
Grana Padano,Milbona,33.0
Pan de molde blanco natural rústico,Hacendado,9.1
Mustard powder imp,"Colman's,Unilever",29.0
Sardine à l’huile végétale,Marsa,26.8
Kinder Maxi,"Ferrero, Kinder, Mixte",8.7
Organic Sesame Biscuits,"Biscuiterie De L'Abbaye, Lidl, Sondey",9.6
Salade & Compagnie - Antibes,sodebo,20.0
Lentil Chips - Sea Salt Flavour,Eat Real,11.4
,Sante,24.0
Bono,Excelo,10.0
Protein Drink PLUS,Zott,27.0
Heudebert Blé complet,Heudebert,14.0
Muesli croustillant tradition,Terres et Céréales,9.1
tendres perles,Tipiak,12.0
,Hacendado,46.7
The golden experience,FERRERO ROCHER,8.2
Maxi tranches complet,"Carrefour, Carrefour-classic",9.2
Raisin Wheats,Kellogg's,11.0
Cocoa Delight,Nakd,8.3
Really Nutty Granola,Specially Selected,11.9
Parmigiano Reggiano & Poppyseed Torinesi Breadsticks,Crosta & Mollica,13.0
Cream Crackers,Rivercote,9.8
cracotte,lu,12.0
Schoko-Bons,"Kinder, Ferrero",8.3
Coulommiers 21%,Président,19.0
Filet de sardine,Saupiquet,21.0
Skyr myrtille,Siggi's,12.6
Filets de maquereaux vin blanc et aromates,Petit Navire,13.0
Pure collagen,ACTION,90.0
Hazelnut Flavour Pudding,Milbona,10.0
Beyond Burger,Beyond Meat,16.0
10 Fish Fingers Omega 3,Birds Eye,12.0
Chocolate Extrafino 80% NOIR 0% azúcares añadidos,trapa,10.0
Filets De Maquereaux À L’huile Végétale,Marsa,27.1
ZERO NITRITE - LE SUPERIEUR,Fleury Michon,22.0
Muesli croustillant duo pépites,Terres et céréales bio,9.2
Sticks Bretzels d'Alsace L'original,Dr. Oetker,10.0
Secret d'arômes plein sud,Knorr,16.0
Biscuit Chocolat Céréales,gerlinea,17.0
Original,wasa,9.0
Jamón cocido lonchas,Hacendado,9.5
Biscuits Abricot Pistache,Gerblé,9.3
Walnuts XXL,Alesto,15.5
FRUIT & FIBRE FRUITY CRUNCH,TESCO,9.4
Ristorante Pizza Mozzarella,Dr. Oetker,10.0
Jordans Natural Muesli,Jordans,12.0
Multigrain Hoops,Crownfield,9.4
Grissini Breadstick,Rivercote,12.5
Allinson Signature Seeded Bread 650G,,13.2
White Pittas tesco,Tesco,9.4
Cube De Bouillon - Boeuf (beef) - 8 Cubes,Ideal,9.0
,Pipas de la casa,597.0
Protein drink plus,Zott,10.9
Pâtes linguine collezione 500g,Barilla,13.0
Superlevure,Gayelord Hauser,47.0
Petit Yoplait,"Petit yoplait std, Yoplait",9.0
Swiss Style Muesli,Alpen,12.0
Filet de maquereaux saveur moutarde à l'ancienne,Petit Navire,13.0
Havarti,Hacendado,19.0
Lion cereal with caramel and chocolate,Nestlé,8.1
Kelloggs Fruit & Fibre 700g,Kellogg's,9.0
Shreddies,Nestlé,10.8
Medium Sliced Soft White Bread,Warburtons,9.1
,Hacendado,16.5
Ancient Grains Farmhouse Bread,"Aldi,Specially Selected",9.5
Chicken Italia 10 Chipolatas,HECK,11.0
Very Berry Granola,Specially Selected,10.904
chilli and lime protein nut crunch,graze,22.0
TAM THON,,25.8
mozzarella,Galbani,17.0
"Golden Wheat Swedish Krisprolls, 7.9oz (225g)",Pagen,10.0
Emmental râpé,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",27.0
Atún claro al natural,Hacendado,21.0
Pérou grand cru Amazonas 70% note de fruits rouges,ETHIQUABLE,8.3
Pipas tostadas gigantes aguasal,"Hacendado,Mercadona S.A.",30.0
Chocolate negro,"Carrefour, Carrefour Sélection",8.5
Le pain aux Céréales,Carrefour,8.2
Muesli Crunchy Chocolate,Hacendado,8.4
Filets de tofu à la japonaise,Taifun,19.0
Cracker épeautre et 3 graines,MAÎTRE JEAN PIERRE,15.0
HERTA Lardons fumés conservation sans nitrite - 2x75g,Herta,17.0
Smooth peanut butter,Meridian,26.0
"Weetabix, Crunchy Bran",Weetabix,13.0
Scottish Oats,Tesco,11.7
Bran Flakes,Kellogg's,11.0
Melts Cheese,Carr's,10.8
Muesli Crunchy,"Crownfield, Lidl",8.9
Super Thick Kerned Yogurt,Yeo Valley,9.0
Napolitain noir,Aiguebelle,8.9
Emmental Français Sans additif,Entremont,28.0
SHIN RAMYUN NOODLE,NONGSHIM,8.2
Pâte à tartiner 40% noisettes du Lot-et-Garonne et cacao,Lucien Georgelin,9.3
Special K Chocolat noir,Kellogg's,8.2
"Low Sugar Granola, Wholegrain Oats, Almonds & Seeds",Eat Natural,13.7
Lincolnshire sausages,Cauldron,18.0
"Gran Cereale classico, Fiocchi d avena, farrone orzo","Barilla,Gran Cereale",8.3
granary wholemeal bread,Hovis,10.6
Unleavened Breads,Biscuiterie d'Agen,10.6
Parmigiano Reggiano,"Casa azzurra, Granarolo",32.0
Chocolate negro 0% azúcares añadidos 85% cacao,Hacendado,11.0
Hogaza Masa Madre y Cereales,The Rustik Bakery,11.0
Yogur Proteínas Natural 0%,Hacendado,10.0
Grainéa Muesli - 4 Noix,"Marque Repère, Grainéa",11.0
2 Vegetarian Mozzarella Burgers,Linda McCartney,20.8
Organic Tofu,Lidl,13.1
Fruit Crunch Crisp,Ryvita,9.8
Spinach and Ricotta Tortelloni,Tesco,14.4
Crafted Signature Sourdough Bread,Marks & Spencer,10.7
Piadina,Crosta & Mollica,8.1
Kiri carré 12p,Kiri,9.0
Monaco,"Belin, Mondelez",12.0
,QUAKER,8.1
Crackers heudebert,"Heudebert,LU,Mondelez",11.0
Saint Agur Crème,"Saint Agur, Savencia",13.0
Pâtes Spaghettini N°3 500G,Barilla,13.0
Gran Cereale Cioccolato,"Barilla, Mulino Bianco",9.0
Weetabix organic imp,Weetabix,10.0
Crunchy Nut Bars with Peanuts & Chocolate,Eat Natural,10.2
Cocktail Natural,Hacendado,20.4
Suprêmes panés végétaux et gourmands,HappyVore,9.7
naturya organic cacao powder,Naturya,27.0
Barres protéinées aux chocolat et cranberries sans gluten,Nature Valley,10.4
CHEERIOS BIO Céréale 375g,"Nestlé, Cheerios",9.1
10 Pains au lait au levain,"Marque Repère, Épi d'Or",9.0
Colin d'Alaska MSC façon Fish & Chips,Findus,11.0
Flocons d'avoine complète 500g,Chabrior,12.0
Skyr nature (8x Nature),Yoplait,9.5
Jamón cocido extra finas lonchas,Hacendado,18.6
Ristorante PIZZA TONNO,Dr. Oetker,10.0
Cream Crackers Original,Jacob's,10.0
Drizzler Super Smooth Peanut Butter,Whole Earth,29.6
Proper Corn Sea Salted Popcorn,Proper,8.6
Organic Super Firm Tofu,Plant Menu,14.1
White Miso,Yutaka,12.0
Pain de Mie Complet,Assylor,9.4
Black Forest cherry dark chocolate,Montezuma's,9.0
Pavé Gourmand Epinards et Fromage,Garden gourmet,9.4
6 pains suedois 180g,La Boulangère,8.9
Bretzels d'Alsace maxi,"Dr. Oetker, Ancel",10.0
Petits pains grillés blé complet,"Marque Repère, Épi d'Or",10.0
Yogur natural proteínas 0%,Hacendado,10.0
High Protein Joghurterzeugnis - Heidelbeere,Milbona,20.0
HERTA LE BON PARIS Jambon à l'étouffée x6 -255g,"HERTA, Le Bon Paris",21.0
Cocoa & Hazelnut Gut-Loving Granola,Bio & Me,9.6
Nooco,nooco,8.2
NESTLE NESQUIK Céréales 450g,"Nestlé, Nesquik",8.5
PRESIDENT BURGER CHEDDAR EMMENTAL 12 TRANCHES 200g,"Lactalis, Président",13.5
Muesli Crunchy 0%,"Crownfield,Lidl",11.2
Mini Babybel Original,"Babybel,Mini babybel",22.0
Babybel,"BABYBEL, Mini babybel",22.0
Delizias pechuga de pavo,Noel,16.0
Picos 100% integrales,Hacendado,14.0
Scottish Rough Oatcakes,Tesco,10.7
Colagen sabor limón,Deliplus,75.0
Cerelac,Nestlé,15.0
Croq' soja à la provencale,Céréal Bio,14.0
St Moret Ligne & Plaisir 8%  Minis,"Fromarsac, Savencia, St Moret",10.0
Vollkorn Roggen,Wasa,9.3
Sardines huile d'olives et piment,Parmentier,23.0
Ristorante Pizza Vegetale,Dr. Oetker,26.0
100% trigo espelta integral,Anitín,13.5
Tesco Smooth Peanut Butter 340G,Tesco,24.5
Monte Regale Italian Spaghetti,Monte Regale,12.0
Le couscous à la Marocaine,Fleury Michon,8.2
Baker’s bloomer,Warburtons,9.2
Thon entier à l'huile,,25.8
Lentil chips,Eat Real,13.0
Purée de cacahuètes,Jean Hervé,28.0
Rillettes du Mans - La véritable,"Bordeau Chesnel, Savencia",16.2
Sticks et Bretzels d'Alsace,"Dr. Oetker, Ancel",10.0
Flocons d'avoine,"Carrefour BIO,Carrefour",14.0
HIPRO Saveur Vanille-Cookie,Danone,8.3
Cashew Nuts,Alesto,20.5
Queso feta,Hacendado,16.0
Blanc de poulet doré au four,Fleurs michon,21.0
Mini Original,"Babybel, Mini babybel",22.0
Cocoa Oat Protein Flapjacks Chocolate Flavour Topped 3 x,Trek,18.0
Super Nutty Granola,Tesco Finest,12.6
Superseded sliced loaf bread,Asda,12.0
Red Kidney Beans in water,Sainsbury's,8.1
Walnut Halves,The Foodie Market,14.7
One Pot Meal Coconut Lentil Turmeric Daal,BOL,20.3
Skyr à Boire Goût Vanille,Danone,16.2
Flocons d'avoine 4 graines et raisins,Bjorg,15.0
Toast brioché,"LU, Pelletier",14.0
Tortilla de mais et blé,old El paso,8.5
Chocolat noir dégustation 85% cacao bio,"Bio Village,Marque Repère",9.0
Fond de Veau,Maggi,8.4
Skyr nature,Danone,10.0
Ferrero Rocher,Ferrero,8.2
Blueberry Wheats,Kellogg's,8.5
Bournville Cocoa,Cadbury,23.1
Cashew Nuts,"The Foodie Market, Aldi",17.7
Steaks de pois,HARi&CO,21.0
RASPBERRY WHOLEGRAIN OAT BARS,stoats,8.1
Pain de mie sans croute complet 330g,"WW, Weight Watchers",8.9
BARILLA TAGLIATELLE 500g,Barilla,13.0
Haïti Grand cru Cap haïtien 72% cacaoté et fruité,Éthiquable,9.5
Pur beurre de cacahuète crunchy,Léa Nature,29.0
Knusper Schnitte,Sondey,8.2
Spaghetti n° 12,De Cecco,14.0
Gran Cereale Frutta,"Barilla, Mulino Bianco",8.8
Smooth Peanut Butter,Pip & Nut,27.0
Jordans Country Crisp,Jordans,11.0
Aiguillettes de Poulet Rôti,Fleury Michon,24.0
Extra Mature Cheddar Cheese,Cathedral City,25.4
Extra Mature Cheddar,Cathedral City,25.4
bitesize wheat shreds,Crownfield,12.5
Smooth almond butter,Meridian,25.0
Cheesestrings,Strings and things,23.0
seven seeds and grains sourdough,Bertinet Bakery,9.7
Thon entier au nature,Petit Navire,25.0
Cracotte fibres,LU,11.0
Granola Fruits Rouges,Bjorg,10.0
Jamón Serrano,Incarlopsa,27.9166666666667
Butterkekse,"Bahlsen,Leibniz",8.4
Fuet Espetec Extra,Casa Tarradellas,27.5
Rice Basmati,Taureau Ailé,8.7
Arome l'Original,Nestlé,9.8
Peanuts roasted & salted,Alesto,24.0
SEREK WIEJSKI,Piątnica,11.0
Smooth Peanut Butter imp,Whole earth,26.3
Petits pains grillés au froment,U,9.12
8 Flour Tortilla Wraps Regular,Old El Paso (General Mills),9.1
Yeast extract,Tesco,38.7
Multi-Seed Flatbread Thins,Rivercote,15.199999809265
Tesco Sesame Breadsticks,Tesco,15.3
Sourdough Bread,Jason's Sourdough,10.7
Total 0%,Fage,10.0
Thé,Stéphanie Janah Freres,15.0
Skyr vanille,Siggi's,8.7
GARDEN GOURMET Sensational Burger Soja 226g,"Garden gourmet, Herta, Sensational",12.4
ColaCao Cero,ColaCao,12.0
Soy Sauce,Vitasia,10.3
Hipro,Danone,15.04
4 Pains burger géant à la farine  complète,Jacquet,9.4
Aiguillettes végétales et gourmandes,HappyVore,21.0
Croustillant graines de courge et de tournesol,"Carrefour BIO, Carrefour",11.0
Mozzarella râpée,Milbona,23.3
Hipro Mousse cacao,HiPRO,20.0
Protein Peanut & Chocolate Bars,Nature Valley,25.6
Manilife Deep Roast Peanut Butter,Manilife,26.4
Black Peppercorn Bolli Italian Crackers,Crosta & Mollica,9.0
brown sourdough bloomer,Tesco,9.3
NESTLE CHOCAPIC Céréales 645g,"Nestlé, Chocapic",8.5
Pan Especial de Trigo,The Rustik Bakery,9.4
Dunkle Voll-Nuss,RITTER SPORT,8.4
Cottage Cheese,Milbona,11.5
Crema Novi Haselnusscreme,Novi,10.4
Rillettes de saumon et de thon,PETIT NAVIRE,15.0
"Fruit, Nut and Seed Muesli",Sainsbury's,10.1
Twiglets,Jacob's,12.4
Unsalted Roasted Nuts,KP,30.0
Fruit & Nut Granola,Tesco,10.6
Manteiga de amendoim cremosa,"Maribel,Lidl",27.0
Grissini Breadsticks,By Sainsbury's,11.5
Or Blanc,,12.0
54% cocoa dark milk chocolate bar,Marks & Spencer,9.0
Ricotta 1%,Jobnaty,18.0
Jambon végétal fumé,LA VIE,19.3
fromage perly 64p,,10.0
Biscottes Forme+,"Heudebert, Lu, Mondelèz International",15.0
Tofu à l'Ail des Ours,Taifun,19.0
premium müsli,Crownfield (Lidl),8.5
Tiras de pechuga de pollo al natural,Hacendado,23.4
Falafel,Vemondo,8.2
Bacon Vegetal Fumé,"La Vie, la vie foods",15.0
Dark Rye & Sunflower Bread,Tesco,10.8
Breaded Omega 3 Fish Fingers,THE FISHMONGER,10.6
Panzani torti 500g,Panzani,12.0
Pain de mie sandwich complet 550g,U,9.0
Filets de Maquereaux Sauce Tomate et Basilic,Saupiquet,11.0
T&C Muesli croustillant avoine amandes sans gluten,Terres et Céréales BIO,9.0
Paupiette de veau jardinière de légumes,Marie,8.1
,Hacendado,17.5
Skyr Nature,Siggi's,13.3
Chocolat Côte d'Ivoire grand crû M'Brimbo,Éthiquable,11.0
Tofu firme,Hacendado,11.1
Mandeln geröstet & gesalzen,Alesto,44.0
SKYR Nature,Carrefour,8.9
Muesli de quinoa y chocolate,"Carrefour BIO, Carrefour",9.1
Extra Dark 85% Cocoa,Fin Carré,10.5
Quorn pieces,Quorn,13.0
Tesco Tahini,Tesco,25.0
Nutritional yeast,Bosh Nooch!,50.6
PECHUGUITA DE POLLO,La Carloteña,26.8
Plain Thin Bagels,Warburtons,10.0
Reduced Salt Yeast Extract (Marmite),"Sainsbury's, By sainsbury's, Sainsburys",40.7
Ancient Grains Probiotic Granola,Nature's Path Organic,11.0
Smooth peanut butter,Lidl,28.5
Sea Salt & Crushed Black Peppercorns,Kettle Chips,8.1
Kiri carré 24p,Kiri,9.0
Snickers,Mars Incorporated,8.7
pains au lait x8,Brioche Pasquier,10.4
Dolce pizza prosciutto,Sodebo,12.0
"Le Gourmand Soja, Poivre et Persil","Nestlé, Garden gourmet",20.0
Pain de mie longue conservation,Harrys,9.0
Couscous sachet cuisson,Tipiak,13.0
Gout Bacon,"Tuc,LU,Mondelēz",8.5
Saveur Barbecue,TOO GOOD,18.9
Emmental Râpé Fondant,Carrefour,27.0
Blütenzarte Kölln Flocken 100% Vollkorn-Hafer,"Kölln, Peter Kölln GmbH & Co. KGaA",14.0
Chapelure dorée,Tipiak,9.5
Galettes boulghour de blé,Céréal Bio,8.5
Quaker Cruesli Frutta Secca,Quaker,8.5
Sauce soja teneur réduite en sel,Kikkoman,9.7
Quaker Flocons d'avoine,Quaker,11.0
Jambon Simplement Bio - Conservation sans nitrite,Fleury Michon,21.0
Cold Milled Flaxseed,Linwoods,23.0
Pistacho tostado sal,Hacendado,24.8
So Simple Original Family Pack Porridge,Quaker,11.0
Cocktail Tostado 0% Sal Añadida,Hacendado,22.5
Medium Egg Noodles,"Taste Of,Lidl",11.3
Scottish porridge oats,SO,10.3
Nido,,24.1
SMOOZY,,9.0
Pâte à tartiner,Saveurs de nos Régions,9.3
,Milbona,10.0
Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,10.0
Pan tostado integral,"Carrefour BIO, Carrefour",12.0
Hipro fruit citron 160 g x 2,"Danone,Hipro,Hipro spoon",9.3
Capellini (Spagetti) Nr. 1,Barilla,13.0
Penne Rigate,Barilla,13.0
Truite Fumée de France,Ovive,22.0
Spaghetti au Quinoa Tomate,"Jardin bio, Léa Nature, Jardin Bio Eric",11.0
HiPRO Saveur Coco,"Danone, Hipro",9.4
Filets de maquereaux aux vin blanc et aux aromates,Nixe,13.0
Chocolate,Kinder,8.7
Mini Bites Quinoa & Chía,gullón,8.2
Original Salted Peanuts,KP,30.0
Finest Wholemeal Loaf,Tesco,11.0
Wholewheat Fusilli,"Baresa, Lidl, Lidl Baresa",13.0
White Sourdough Bread,Waitrose,8.5
Super thick organic kerned yogurt,Yeo Valley,10.0
Barritas de avena chocolate negro,Hacendado,8.6
Chocolate Nutrition Shake,fairlife,30.0
Flocons d’avoine,,13.2
Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,9.1
Puffed Wheat,By sainsbury's,14.5
Cocoa Powder,Tesco,19.5
cordon bleu le gaulois,Le Gaulois,15.0
Comté,EntreMont,26.0
Les craquantes blé complet,"Marque Repère, Épi d'Or",12.0
Camembert,"Bons mayennais, Vaubernier",20.0
Biscottes au blé complet x36 tranches de 300g,U,13.0
Muesli CroustillantNoix,Auchan,9.7
Dunkle Ganze Mandel,"Fin carré, Lidl",10.3
Traube-Nuss Müsli 68% Vollkorn,"Crownfield,Lidl",10.8
Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH & Co.,50.0
Natillas Proteínas  Sabor Vainilla,Hacendado,10.0
HERTA Lardons nature conservation sans nitrite - 2x75g,Herta,17.0
Cappelletti Jambon Cru,"Giovanni Rana, Rana",13.0
Pechuga de pavo finas lonchas,Hacendado,17.8
High protein pudding caramel,Milbona (Lidl),20.0
Mince,Quorn,18.0
Smooth Peanut Butter,Maribel,27.3
Muesli,Harvest Morn,10.6
la hollandaise 16p cheddar,La Hollandaise,10.0
Skyr Icelandic Style Strawberry Yogurt,Arla,8.5
Half & Half Medium,Warburtons,10.0
Rough Oatcakes,"Sainsbury's, By sainsbury's",9.8
Hovis white,Hovis,8.7
Poulet citron,,11.0
Cream crackers,By sainsbury's,9.8
Danone skyr 140 g x 2 nature,"Danone, Danone of the world",10.0
La bûche légère -30% M.G,Soignon,23.0
Biscottes complètes sans sucres ajoutés x36,Chabrior,16.0
Saint Albray gourmand & crémeux,"Saint Albray, Savencia",17.0
Allumettes de Jambon,Fleury Michon,14.0
Nuts Royal,"Alesto,LIDL Alesto",20.4
Les Crozets au Sarrasin,Alpina Savoie,13.0
Nudeln Lasagne n.189,"Barilla, Barilla Collezione",13.0
Fusilli n°34,De Cecco,14.0
Nature valley crunchy,Nature valley,10.2
GIRASOLI RICOTTA EPINARD,Lustucru Lustucru selection,8.1
Rôti de Porc - 100 % filet*,Fleury Michon,9.2
FETA AOP GRECQUE,"Fromarsac,Islos,Savencia",16.0
HERTA KNACKI Saucisses 100% pur porc x10 - 350g,"Herta, Knacki",12.0
Truite fumée,Nautica,20.1
Cottage Cheese,Pilos,11.0
Salade Roma,Sodebo,22.0
Dark Chocolate No Sugar Added,"Fin Carré,Lidl",8.2
Tesco Organic Porridge Oats 750G,Tesco,12.0
Feta AOP,Milbona,15.4
Shredded Wheat 16s imp,Nestlé,12.0
Crunchy Variety,"General Mills, Nature Valley",8.7
Peter’s Yard Sourdough Crispbreads,Peter’s Yard,13.4
Creamfields low fat cottage cheese,Tesco,8.9
Proper corn sea salt,Proper,8.6
Multigrain Farmhouse,"Lidl,",9.7
Seeded Bloomer,Rowan Hill Bakery,9.4
Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,37.0
Spinach Ricotta Tortelloni,Sainsbury's,11.9
Aldi Slightly Salted Rice Cake,Aldi,8.9
Allinsons Bread Flour,,12.0
"Sharwood's Poppadoms, Plain",Sharwood's,17.9
"Muesli fibres - Son de blé, Figues, Pruneaux",Bjorg,12.0
Tartine p'tit dej nature ssa 410 gr,Jacquet,9.6
Petits pains grilles,Carrefour,10.0
biscottes braisées,Carrefour,14.0
Chocolate negro 85%,Hacendado,12.0
Cheerios Aveia,Nestlé,10.4
Soft & Sliced 5 Bagels Plain,Warburtons,10.6
,Mulino Bianco,11.0
"Linwoods cold milled flaxseed, sunflower, pumpkin & chia seeds & goji berries",Linwoods,22.0
Whole almonds,"The Foodie Market, Aldi",21.2
Cadbury DAIRY MILK Cadbury DAIRY MILK THE CLASSIC,Suchard,10.0
Oreo Protein Bar,Grenade,21.0
Fromage,,10.5
Nappés Intenses Éclats de Fèves de Cacao,Bjorg,8.5
,Marsa,26.2
Céréales Special K Kellogg's Nature,Kellogg's,9.0
Biscuit saveur vanille citron,"Gerlinéa, Ma Pause Gerlinéa",21.0
Chocolat noir 85% cacao,"Marque Repère, Equador",11.0
Mousse au chocolat à L'ANCIENNE,Marie Morin,8.1
Kinder Maxi,Ferrero,8.7
Fischstäbchen,Ocean Sea,11.9
Muesli crisp 4 noix,Chabrior,10.6
Tortitas de arroz,Hacendado,8.5
Tablette BIO dégustation Chocolat noir - 100g,Ivoria,8.1
pain des fleurs sarrasin,Le pain des fleurs,13.0
Grainéa granola noix,GRAINÉA,14.0
Chickpeas in Water,Four Seasons,8.4
"Ultimate Granola Økologisk, 400 g",Handelshuset Hette AS,11.0
Really Nutty Muesli,Specially Selected,9.3
Medium Egg Noodles,"Aldi,Asia Specialities",11.3
Chocca chocolate spread,Meridian,19.0
Beurre bio cacahuètes crunchy,Ethiquable,26.0
Super Firm Tofu,"Sainsbury's, So Organic",11.9
Protein Chocolate Flavour Pudding,Arla,10.0
8 Navettes au beurre frais et à la crème fraîche,La Fournée Dorée,8.7
Saumon fumé,nautica,21.0
L'Emmental Français Extra fin,EntreMont,28.0
Nudeln Bio-Organic Vollkorn-Spaghetti,"Combino, Lidl",13.0
Skyr framboise,Siggi's,8.9
100% Cacao maigre En poudre,Carrefour,24.0
Sardines à la tomate,Parmentier,17.0
Les Crozets Nature,"Alpina, Alpina Savoie",13.0
Studentenfutter,Seeberger,13.0
STARBUCKS Signature chocolat 70% 300g,"Signature chocolate, Starbucks",14.6
Morceaux de Thon nature,Petit Navire,25.0
Skyr mangue passion,siggi's,8.92857142857143
