product_name,brand,proteins
Cocoa Oat Protein Flapjack Chocolate Flavour Topped,Trek,9.0
Scottish porridge oats,By Sainsbury's,10.3
Walnuts,"Tesco,Iceland",14.7
Natural Tahini,Al’fez,24.0
Cheerios Multigrain,Nestlé,9.3333333333333
Cheese leerdammer original,Leerdammer,26.0
Chocolate 95%,Trapa,11.0
Pastă de alune ECO,DmBio,28.0
Pain de mie american sandwich 7 céréales sans sucres ajoutés 550g,Harrys,9.0
Ramen,Noody,13.0
Boursin Ail & Fines Herbes,"Bel,Boursin,Boursin atartiner/core cheese,Fromagerie BEL",8.5
Muesli aux fruits,Terres & Céréales Bio,9.7
Rôti de Porc - 25% de sel*,Fleury Michon,24.0
Pain de mie Bio petites tranches complet & levain sans sucres ajoutés 280g,"La Boulangère Bio, La boulangere",10.0
Cereales rellenos de leche,Hacendado,10.0
Pan de Molde Semillas & Pipas,HACENDADO,11.0
Sardines huile olive,Connetable,24.0
Thon entier au naturel,Petit Navire,25.0
Knoppers Einzelpack,Storck,9.2
Starbucks signature chocolat,Starbucks,8.6
SKYR ICELANDIC STYLE,Pilos,11.0
Hipro saveur mangue,Danone,8.3
Tableta chocolate negro 85%,Carrefour BIO,9.1
Skyr,Danone,10.0
Müesli Croustillant Fraise,GOLDEN BRIDGE,9.8
Atún en tomate,PESCAMAR,19.0
4 Seed Sensations Bread,Hovis,10.0
Organic Tamari Soy Sauce,Yutaka,12.0
organic GREEK YOGURT plain,Kirkland Signature,18.0
Jordan's Super Berry Granola,Jordans,11.0
Fat Free Greek Style Natural Yogurt,Milbona,8.8
Lentil Chips,Snackrite,9.6
Proper porker 6 british pork sausages,the jolly hog,19.0
Pescada,,18.0
Soft White Pittas,Village Bakery,9.5
Red Lentil & Beetroot Fusilli,The Foodie Market,13.0
fromage,Vache Qui Rit,10.5
Biscottes complètes,"Bio Village, Marque Repère",13.0
lait demi écrémé,Régilait,31.0
Froot Loops,Kellogg's,8.3
Farine de blé complète - T150,Francine,10.7
Pan tostado 100% integral bajo en sal y en azúcares,"Hacendado,Anitin",17.7
REGAÑA,Hacendado,11.8
Crackers integrales,Galbusera,11.0
Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations",11.0
Peanut butter,PROZIS,26.0
Pain de table Bio aux graines de lin & tournesol 400g,la boulangère,9.0
Petits flocons d'avoine complète,"Carrefour BIO, Carrefour",11.0
Smoky Ham Free Slices,Quorn,13.5
Biscottes blé complet Sans sucres* et sans sel ajoutés,Carrefour BIO,14.0
Meridian 100% Crunchy Almond Butter,Meridian,25.0
Crispy Minis imp,Weetabix,11.0
Smooth Almond Butter,"Maribel,Lidl",29.6
Fennel Seed Tarallini,Crosta & Mollica,9.4
Lightest,Philadelphia,10.6666666666667
Fairtrade Instant Hot Chocolate,Clipper,12.4
Simply Chicken 10 Chipolatas,Heck,11.0
Noir 85%,Biocoop,9.4
Matin Chocolat,Gerblé,10.0
Bâton surimi,"Marque Repère, Pêche Océan",8.1
Roquefort Société,"Lactalis,Société",19.0
Spaghetti au Quinoa Persil Ail,"Jardin Bio, Jardin biologique, Léa Nature",12.0
Pain de mie Grand Mie complet,Chabrior,9.1
Sablés Pavot Coco,"Gerblé, Gerblé Bio",9.0
Mandorle intere,Belbake,24.2
Petits pains grillés au blé complet,"Chabrior, Intermarché",12.0
Nicaragua grand cru waslala 75%,Ethiquable,9.5
Pâte à tartiner noisettes cacao,Lucien georgelin,8.3
Le Tranché Fin - Dégustation - 25% de sel*,Fleury Michon,22.0
PROTEIN Crunch,Weetabix,20.0
,"Combino,Vitasia,Vitasia China,Vitasia Chinese Style",11.8
HERTA Blanc Poulet sel réduit sans nitrite x4 140g,Herta,21.0
Bio crackers,maître Jean pierre,18.0
Erdnussbutter  creamy,"Lidl, Maribel",30.7
HERTA Allumettes Fumées conservation sans nitrite - 2x75g,Herta,17.0
Хомогенизирано пълномаслено краве мляко 3.5%,Pilos,8.25
Pistacho tostado 0% sal,Hacendado,21.6
KP Dry Roasted Peanuts,KP,9.0
All Bran Original,Kellogg's,14.0
Wholegrain Crackerbread,Ryvita,12.5
Organic Gluten Free Mesa Sunrise,Nature's Path,10.0
Oxo Beef,Oxo,17.4
Arla Skyr Fat Free Vanilla,Skyr,8.6
White Champion Bloomer,"Jacksons of Yorkshire,Jacksons",8.6
Finnebrogue Artisan Naked Bacon 6 Smoked Back Bacon Rashers,Finnebrogue Artisan,28.0
mushroom & mascarpone tortelloni,Rana,12.0
tentation croque lait aux noisettes suprêmes,Aiguebelle,10.5
Yogur proteínas stracciatella 0%,Hacendado,9.6
La Vache Qui Rit Edam,La vache qui rit,9.0
"Protein Trigo, Avena & Quinoa",Nestle,12.1
Sourdough,Waitrose,8.9
chocolate negro,carlotti,8.4
Skyr,Danone,10.0
Country Crisp Fruits & Noix,Jordans,9.6
Brioche tressée pépites de chocolat,Pasquier,8.3
Spirelli,Barilla,13.0
Sardines | In Extra Virgin Olive Oil,Nixe,20.6
Petits pains grilles,Carrefour,10.0
Thon Blanc au Naturel,Connétable,26.0
Chèvre frais,Chêne d’argent,10.0
Muesli avoine amandes chocolat,TERRES ET CÉRÉALES,8.7
Pain Carré Doré 525g,La Boulangère,9.8
caprice-des-dieux,Caprice des Dieux,15.0
Camembert Le Rustique,"Tine sa, Le Rustique",21.0
céréales Chocapic,Nestlé,8.8
Jambon Le Supérieur -25% de Sel,Fleury Michon,22.0
Pan Bauletto al Grano Duro,"Barilla, Mulino Bianco",8.7
HIGH PROTEIN FRESA MORANGO,Milbona,10.0
Eat Natural Bar Peanut&Chocolate 45g,Handl norway as,22.8
Céréales Muesli croustillant au chocolat noir 500G,"U,U Bio",9.0
Quesitos,Hacendado,11.8
Sweet & Salty Nut,Nature Valley,9.5
Super Seeded,M&S Food,12.0
Penne,"Erdbeer-Maracuja, MClassic",24.0
"Raisin, Nut & Honey Granola",By Sainsbury's,12.0
Млечнокисел десерт с вкус на кокос,Milbona,10.0
High Protein Granola Cranberry & Almond,Crownfield,24.9
Fromage edam,KROON,26.0
Sainsbury's San Francisco Style Sourdough,Sainsbury's,8.4
filets de sardines sans peau sans arêtes à l'huile végétale,Marine,19.8
Tartines de Pain multi-céréales,Pasquier,14.0
Tartines Craquantes Sarrasin,"Ekibio, Le Pain des Fleurs",13.4
Original,Weetabix,12.0
Petits pains grillés au froment,Maître Jean Pierre,9.5
Muesli crunchy,MUESLI CRUNCHY,9.1
Chocolat Noir 95% Togo,Alter Eco,8.9
Chocolat noir 72% cacao,"Marque Repère, Equador",10.0
Yogur Proteínas Arándanos 0%,Hacendado,8.3
Snack de Pan con pipas,Anitin,11.4
Filets de maquereaux,Petit Navire,13.0
Granola aux fruits,One Day More,11.3
Crousti' Avoine nature,Bjorg,10.0
Burgers nature géant sans additifs,Jacquet,9.7
Queso Gouda,Hacendado,23.4
Mandeln,"Alesto,LIDL",24.5
Oatcakes - Organic,Nairn's,9.6
Croustillant chocolat,Bjorg,9.8
Fruit & Fibre,Harvest Morn,8.8
Erdnüsse,"Ültje, ültje",24.0
Original Seeded Batch,Warburtons,10.3
Biscotte blé complet,Pasquier,14.0
100% peanut butter crunchy,millies,27.2
Multigrain Crackers,Rivercote (LIDL),8.8
Khayrat fondu,Khayrat,12.0
Unpasteurised Miso Paste,"yutaka, tazaki foods",10.8
Whole Chia Seeds,"Alesto, Lidl",19.1
Super Nutty Granola,Jordans,12.7
Tempeh Organic,Better Nature,22.0
Grilletine Briochée x18,Brioche Pasquier,14.0
Galette Épeautre Son d'Avoine,Bjorg,17.0
HERTA Pâte à Pizza Fine et Ronde 265g,Herta,8.7
CROQ'SOJA Curry et Pavot,Céréal Bio,14.0
Biscottes 6 cereales,"Marque Repère, Épi d'Or",12.0
Conserverie Parmentier sardines,Conserverie Parmentier,23.5
,"Lidl, Nixe",25.0
Lomo embuchado,Hacendado,38.0
Tofu fumesse,Taifun,15.0
Tiras de pechuga de pollo al horno,Hacendado,23.4
Filet de maquereaux grillés nature,Petit Navire,22.0
Emincés de boeuf sauce poivre & pommes de terre,Fleury Michon,18.0
Cacahuètes grillées sans sel ajouté.,Carrefour,27.0
Rilettes de thon,Petit Navire,17.0
La vache qui rit,La vache qui rit,11.0
Le Jambon Supérieur sans couenne sans nitrite,SAINT ALBY,20.0
Piquitos con salvado,Piquitos San Roque,11.5
Espinacas zanahoria,Hacendado,10.7
Baked Beans In Tomato Sauce,Essential Waitrose,16.4
Tuna,Princes,23.5
Wholegrain Wheat Bisks,Marks & Spencer,12.7
6 Wholemeal Pittas,Asda,10.0
Bagels,Aldi,9.2
Super Seeded Cob,M&S Eat Well,13.4
Margherita Sourdough Pizza,Crosta & Mollica,10.0
Cube de bouillon déshydraté saveur poulet,damti,9.0
campo verde slice,,10.0
Protein Peanuts & Dark Chocolate,Eat Natural,22.8
NESTLE DESSERT Cacao en Poudre boîte 250g,Nestlé,18.1
Pâtes spaghettoni n°7 500g,"166, 43122 Parma - Italy, Barilla, Barilla - Barilla G. e R. Fratelli - Società per Azioni - Via Mantova, 166 Barilla",13.0
Muesli Crunchy 4 noix,muesly,10.0
Le Filet de Poulet et ses Pommes de Terre à la Sarladaise,Fleury Michon,10.0
Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio",8.6
Sardines à l’huile d’olive,Connétable,22.0
Galbani mozzarella - maxi 250g,Galbani,17.0
Sojasauce,Kikkoman,10.0
"Tendres carrés de blé aux aubergine, poivron,  basilic",Céréal bio,14.0
Grana padano rape 12 mois aop lc 100g,"Itinéraire des Saveurs, Les Mousquetaires",33.0
Purée cacahuète,Jean Hervé,28.0
Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,11.0
Cashews roasted & salted,Alesto,21.3
Dark Extreme,Heidi,9.3
Gnocchi a poeler extra fromage 285g,"Lustucru,Lustucru selection",8.3
Tartines croquantes,"Aldi, Simplement Bon et Bio",15.0
Deluxe Really Nutty Muesli,Lidl,9.4
Malted Wheaties,Asda,10.0
Jacobs Savours Salt And Black Pepper Bakes,Jacobs,9.1
Mild & Creamy Mozzarella Grated,Tesco,22.7
Spelt Sourdough Bread,Waitrose,9.4
Original Roast Crunchy Peanut Butter,ManiLife,26.6
Cocoa Powder,The Pantry,18.5
Barre granola goût chocolat et enrobage crème de cacao,Vitalia,8.4
Céréales complètes au chocolat noir intense,Bjorg,10.0
Brioche tranchée,Brioche Pasquier,8.5
Camembert lepetit 250g 21%,Lepetit,19.0
Tablette de chocolat noir 100g,"U, U Bio",8.8
Tartines craquantes Multicéréales,"JARDIN BIO ETIC, Jardin bio",9.6
Sardines mar citron basilic sans huile 140g Cble,Connétable,22.0
Pains grillés  Blé complet,"Marque Repère, Epi d'Or",11.0
Granola Crunchy Honing - Miel,Carrefour,9.2
Biscottes sans sel x 34,"Marque Repère, Epi d'Or",11.9
Riz basmati,"Marque Repère, Comptoir du Grain",8.8
Thon entier à l’huile d’olive,LE SAVOUREUX,25.0
Pâte à tartiner bio - 40% noisettes - Chocolat Noir,Bovetti,9.5
Pain de mie 7 céréales et graines,Mannapain,8.7
Granola chocolat noir - faible en sucre,Jordans,11.1
Sardines à la tomate,Nixe,15.9
Mozzarella light,Milbona,20.5
Fette biscottate,Misura,13.0
Vanilla Flavour Quark-Based,Milbona,24.8
Leerdammer original 16 tranches 400g,Leerdammer,26.0
Skyr sans lactose à la myrtille et à la framboise,ISEY,9.8
La vache qui rit,La vache qui rit,11.0
Protein Blueberry,Arla,20.0
6 Free Range Eggs,Tesco,12.6
Black Pepper Savoury Crackers,"Aldi, Specially Selected",8.2
Bran flakes M&S,M&S,12.0
Battered Chunky Fish Fingers,The tasty catch,9.1
Naked Bacon,Finnebrogue Artisan,29.4
Honey Roast Crunch,Graze,11.0
Biscuits Farine de Blé et Graines de Sésame,Bjorg,9.4
La Gâche Tranchée,La Fournée dorée,8.5
Panzani spaghetti 500g,"Ebro Foods, Panzani",12.0
Filets de maquereaux Escabèche,Saupiquet,11.0
Son d'Avoine Bio,Bjorg,16.0
Flakes de sarrasin,Terres et Céréales,15.0
Yogur Proteínas Fresa 0%,Hacendado,8.3
Biscuits caramel épeautre,Gerblé,9.2
Cioccolato Nocciole intere,RITTER SPORT,8.7
Chocolate Granola,"Nestlé, Fitness",9.0
HOT Chicken Flavor Ramen,"Buldak,Samyang",14.0
muesli superfruits,Bjorg,11.0
What The Cluck Vegan Chicken Style Chunks,The Vegetarian Butcher,21.0
Burger rústico,Hacendado,11.0
Thon a huile végétale,PESCADA,20.28
Wheat Bisks,Asda,12.0
Pain de mie complet Grandes Tranches,Auchan,9.2
gervais le petit suisse,Danone,9.1
Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks,Off The Eaten Path,9.6
Fiorentina Sourdough Pizza,Crosta & Mollica,8.8
Bio Vollkorn Penne Rigante,"Envia, Natur Gut",12.0
Noix du Bresil,Seeberger,16.0
,"Fromagerie Milleret, L'Ortolan",18.0
Pain grillé au blé complet,Carrefour Original,11.0
"Tartine p,tit dej",Jacquet,9.0
Biscottes sans sucres ajoutés,Pasquier,11.0
Pain de mie complet sans croûte,"Lidl, Maître Jean Pierre",11.0
Galettes au riz complet BIO 130g,"Intermarché, Regain",8.4
Sandwich le méga - Poulet rôti oeuf x3,Sodebo,9.6
Müsli Multifrucht,"Crownfield,Lidl,Brüggen",9.1
Finas lonchas,Hacendado,11.3
Vegetable Flavour,Yum Yum,9.1
Protein Bar,Lidl,22.5
Pufuleți,Gusto,12.0
Boulgour tradition,Tipiak,14.0
Wraps de Blé Nature,Old el paso,9.1
HERTA LE BON PARIS Jambon à l'étouffée sans nitrite x6 -210g,"HERTA, Le Bon Paris",21.0
Peanut Butter,Fiorentini,25.8
Sensational Soya & Linseed Bread,Vogel’s,12.0
Greek Yogurt Nonfat Plain,Chobani,16.0
Coop Irresistible Super Seeded Farmhouse,Coop,11.0
Cheese Twists,M&S Food,12.1
Cocoa powder,Tesco,19.5
& Mollica Black Olive Grissini,Crosta & Mollica,9.6
Malted Bloomer,Rowan Hill,9.4
"Hazelnut, Caramelised Cashew & Pistachio Milk Chocolate",Waitrose,9.5
Ita Isabel Tu?czyk w Pomid. 80gW&quot;,,17.0
Rainbow Salmon Poke,Yo!,16.0
Copos tostados de trigo integral y arroz con chocolate,Hacendado,8.6
High protein mango,Pilos,29.6
Tortilla Wraps Vollkorn,GRAFSAFTER,9.4
NESTLE NESQUIK BIO Céréales 375g,"Nestlé, Nesquik, Nesquik bio",9.1
"Gerblé - Sesame Chocolate Cookie, 200g (7.1oz)",Gerblé,10.0
Formule boost,Daco Bello,21.0
HERTA bacon 15T - 150g,Herta,21.0
Country Crisp 4 Noix,Jordans,11.0
Muffins complets,EPI D'OR,12.4
Tarama Extra,"Delabli, l'atelier Blini",8.1
Petits Pains Grillés Au blé complet,"Marque Repère, Epi d'Or",12.0
Petits pains grillés au blé complet 400g,U,10.0
Sélégerme,Gerblé,37.0
Filets de maquereaux au naturel,Connétable,19.0
Œufs frais plein air,Lidl,13.0
Lentilles Vapeur,Bonduelle,8.7
Le Parmentier de Boeuf Charolais purée à la crème fraîche,Fleury Michon,9.2
RASPBERRY-POMEGRANATE Milk Product,Milbona,10.0
Pan Goccioli,"Barilla, Mulino Bianco",8.3
Roasted Cashew-Peanut-Mix Honey & Salt,"Alesto, Lidl",14.7
La brandade de Morue parmentière gratinée,Briau,8.2
Sardines huile d olive vierge,Parmentier,23.0
Hüttenkäse,Gervais,12.3
Nudeln Spaghetti,Cometino,12.0
Panecillo 100% integral,Mercadona,9.2
Skyr nature,Yoplait,9.5
Knorr All Purpose Seasoning Aromat,Knorr,13.0
Cheddars Original Biscuits,Mcvitie s,10.6
Scottish Rough Oatcakes,Rivercote,11.0
Organic cacao nibs,Naturya,13.0
Soft White Bread,Kingsmill,9.4
Nuts & seeds muesli,Tesco,11.5
"H-Vollmilch 3,5 % Fett","Milsani, Milchhof Albert",8.3
Sauce soja salée,Suzi Wan,9.1
Greek Feta,Tesco,16.9
State Baked Pretzels Sour Cream & Chive Flavour,Penn State,10.0
Poudre de cacao,Aiguebelle,23.1
Hipro façon stracciatella,Danone,15.0
Milk Roll Sliced White Bread,Warburtons,9.4
Cannellini Beans,Sainsburys,17.6
,,13.88
Tablette Kinder Chocolat Chocolat au Lait x16 -200g,"Kinder, Mixte",8.7
CHAUSSEE AUX MOINES 450g,"Chaussee aux moines, Lactalis",20.0
Pate d'arachide,pcd,26.0
10 Œuf frais,"Bio Village, LUCIEN GEORGELIN",12.0
Panés de poulet x2,Le gaulois,12.0
Soja texturizada fina,Hacendado,51.0
Mozzarella mini,Galbani,19.0
FITNESS Cerealien,Nestlé,9.4
Atún Claro en Aceite de Girasol,Hacendado,21.0
100% cacao maigre non sucré,Bio Village,28.0
Linguine- Pâtes alimentaires de semoule et de blé dur 500G,Barilla,13.0
Früchte Hafer-Müsli,LIDL,8.2
Demae Ramen - Chicken,Nissin,10.0
Californian Pistachios - Roasted & Salted,Alesto,26.5
Hot Chicken Flavour Ramen 2x spicy,Samyang,9.29
HERTA LE BON PARIS Jambon sel réduit x4 - 140g,"HERTA, Le Bon Paris",21.0
This isn't pork sausages,this,11.0
Mackrel Fillets in spicy tomato sauce,Nixe,16.625
SUPER SMOOTH PORRIDGE,TESCO,12.0
"Beurre de cacahuètes, 350g",U,29.0
Wheat Bisks,,12.0
,Kiri,9.0
100% integral,Mercadona,9.1
crema di arachidi,Maribel,25.8
Biscuits au Germe de Blé Soja et Orange,SONDEY,11.0
Natural 100%,Bimbo,11.0
,Rifnuts,10.0
,Wedo,30.0
,"Istara, Lactalis, SNC Pyrénéfrom",22.9
Chocolat noir 98 % Équateur,Éthiquable,14.0
Farine de blé T45,Francine,8.4
Pain grille,"Lu, Pelletier",12.0
Biscottes Aixoises,Roger,12.0
Spécial mie Complet,Classic,8.4
Tofu rosso olives et tomates,Taifun,17.0
Nusskernmischung,Seeberger,20.0
St Môret Léger 8% MG,"Savencia, St Moret",10.0
Blanc de Dinde - Doré au Four,Fleury Michon,22.0
Colin d'Alaska MSC - 7 Céréales & Graines,Findus,13.0
Krisprolls Complets Sans sucres ajoutés,Krisprolls,13.0
Muesli Crunchy fruits rouges,Crownfield,9.3
Tofu smoked,"lidl, vemondo",14.0
Bruschette Chips Pizza Flavour,Maretti,9.1
Weetabix Chocolate 24s - Tesco imp,Weetabix,10.1
Tahini,Cypressa,26.4
Skyr,Arla,10.0
Almendra sin piel,Hacendado,21.8
Mature Lighter,Cathedral City,29.1
"Mature Cheddar, Strength 3",Tesco,25.4
Beta3 Oatbran,Mornflake,16.0
Granola Cinnamon & Pecan,Spoon,8.6
Mackerel fillets,Nixe,9.1
Protein Knäcke Kürbiskern,Dr. Karg's,33.0
Omega-3 Fish Fingers,Ocean Sea,17.4
Yaourt Jnane,Chergui,10.0
Atún Gran Sabor Isabel,Isabel,27.0
Salted dark chocolate almonds,Forest Feast,12.0
vegetable fusion gyoza,itsu,9.25925925925926
Thon a la sauce tomate,Joly,33.0
Cardella Spaghetti,CARDELLA,11.2
Tesco Soft Cheese 50% less fat,Tesco,9.7
Tofu cuisiné pesto et graines de courges,CÉRÉAL BIO,14.0
Granola Bar Vanilla & White Cream,VITALIA,12.0
Matin Miel,Gerblé,9.3
Crème dessert saveur chocolat et vanille,Milbona,10.0
Oh my crisp ! - Noix,JORDANS,9.0
Sablés sésame & pavot,Cereal bio,8.6
Financiers amandes,Bonne Maman,8.1
Truite Fumée des Pyrénées,Ovive,22.0
Noix de cajou grillées sans sel,Maître Prunille,21.0
Cacao puro en polvo desgrasado,Valor,26.0
Mélange japonais,Maître Prunille,9.6
Caprice des Dieux,"Caprice des Dieux, Savencia",15.0
Postre de chocolate proteínas,Hacendado,8.4
Sardines sans arêtes au naturel,Connétable,22.0
Pan 5 semillas,Hacendado,11.0
,Wasa,14.0
"Le petit suisse gervais nature 9,5% 60 g x 6","Danone, Gervais, Gervais suisse nature",9.3
Harrys brioche tranchee farine complete sans additif 485g,Harrys,8.5
Panecillos cereales y semillas,Hacendado,13.8
Steak végétal,Céréal Bio,17.0
Nuts'n Berries,Seeberger,11.0
Burrata,Milbona,10.0
Chocolate negro,Nestlé,9.0
Croustillant fruits rouges,"Carrefour BIO, Carrefour",9.3
Filet de poulet rôti,Fleury Michon,23.0
Smooth Cashew Butter,Meridian,21.0
Yogurt,Fage,10.3
FULFIL Salted caramel protein bar,Fulfil,20.0
Fish fingers,Birds Eye,12.0
Essential waitrose wholewheat biscuits,Waitrose,12.0
Krisprolls froment,Krisprolls,13.0
Smooth peanut butter,By Sainsbury's,24.6
Frosted wheats,Kellogg's,10.0
Biscotti allo yogurt Dolcesenza,Misura,8.5
Sourdough Crispbread,Peter's Yard,13.0
Simply Granola,Sainsbury's,12.0
Cashew Crush Raw Fruit & Nut Bars,Alesto,10.0
MultiGraines,Bimbo,11.3
Protein Bar,KIND,24.0
POWER CAKES FLAPJACK & WAFFLE MIX,KODIAK,15.0
Chia Seeds,Tesco,23.89999961853
Miel pops loops,Kellogg's,9.3
Authentic Greek Yoghurt 0% FAT,M&S Collection,10.0
Fromage fondu à tartiner,Aknaz,9.0
Jben chergui *2,Chergui,8.4
Toast crock' céréales complètes,Carrefour,9.9
Flocons d avoine,javana,13.5
Filets de sardines sans peau sans arêtes,MARINE,26.6
Choco crousti,Poulain,11.0
Avoine citron 🍋 graines de chia,Bjorg,9.4
4 Muffins Complet,Carrefour,11.0
La bûche de chèvre Maxi Format,Soignon,20.0
Le Torchon - Cuit à l'Etouffée  - 25% de sel*,Fleury Michon,22.0
Dolce Pizza - Regina,Sodebo,10.0
Sandwich mega viennois poulet rôti oeuf,Sodebo,9.8
Petits pains grillés au blé complet,Mannapain,10.0
Filets de maquereaux moutarde,Nixe Lidl Stiftung & Co. KG,13.0
Chocolat noir,SCHOLETTA,11.0
,Storck,9.2
Thon entier au naturel albacore,Petit Navire,25.0
Crunchy Oats & Honey,Nature Valley,8.7
Peanut Butter Creamy,Fiorentini,24.0
"Muesli 35 fruits, noix et graines","Carrefour BIO, Carrefour",8.8
Quorn Pieces,Quorn,10.0
La Vache qui rit légère 16 portions,"La vache qui rit, bel",14.0
BRUT TrueDark Chocolate Bar 80%,Roshen,10.2
Muesli croustillant 3 noix,"Bio Village, Marque Repère",11.0
White Chocolate Yoghurt,Nestlé Lindahl's,15.0
Plain Wheats,Kellogg's,12.0
Salade & Compagnie - Montmartre,Sodebo,25.28
wheetos,Weetabix,8.7
Porridge Oats 1.5kg,"Sainsbury's, By sainsbury's",10.3
Tahini,By sainsbury's,26.2
Biscuits avoine chocolat,"Carrefour BIO,Carrefour",8.4
Black Forest Tofu,Taifun,19.0
Mezze houmous + rainbow veg grain bowl,Pollen + grace,12.0
Galettes riz sésame,Bjorg,9.2
Flutes aux 3 graines,Kambly,15.0
Emmental râpé 29% Mat. Gr.,"Marque Repère, Les Croisés, Scamark (Filiale E. Leclerc)",27.0
Pain grillé au blé complet - BIO,Chabrior,11.0
La brique pur brebis,Lou Pérac,17.0
"Soupe Thai  (Nouilles, champignons et pousses de soja)  د تای سوپ","Knorr, Unilever",10.0
Biscottes aux 6 céréales x36 - 300g,U,12.0
coquillette,Barilla,13.0
Comté,Étoile d'Or,26.0
Oeufs frais plein air Oméga3 x 12,"Marque Repère, Oeufs de Nos Régions",13.0
Quinoa,Hacendado,14.0
Jamón cocido extra,Hacendado,18.6
Chocolat noir 74% Côte d'Ivoire,Ethiquable,8.2
Le Tranché Fin - Dégustation,Fleury Michon,22.0
Crousti' Avoine Superfruits,Bjorg,10.0
Skyr bio nature,"Danone, Les 2 vaches",10.0
CremaNovi,Novi,10.4
"Pâine cu semințe, feliată",Chef Gourmand,11.6
Snack mix,Alesto,22.1
Classic Café Soluble,Hacendado,25.0
Penne Rigate Nudeln,Combino,12.0
Red Onion & Rosemary Sausages,Linda McCartney's,16.5
Flan de huevo proteínas 0%,Hacendado,10.0
Sauce soja salée,Suzi Wan,9.1
Arla B.O.B,Arla,9.1
Thins - Multiseed Flatbreads,Aldi,14.7
Cream Crackers,Savour Bakes,11.0
Wholemeal Pitta Tesco,Tesco,10.7
Fondante & gourmande,,9.0
Filet de maqueraux à la sauce tomate,Filet de maqueraux à la sauce tomate,30.1
budino chocolate & caramel desert,Milbona,10.0
,Maltesers,8.5
Milled Flaxseed,"Alesto, Lidl",21.4
Andros Be Nuts! Crémeux,Andros,21.0
Semillas de chía,Hacendado,3000.0
Gerble - Miel Châtaigne graines de lin,Gerblé,9.2
Salakis Herbes de Provence,Salakis,14.6
180G AMAN CARA COTE D OR,Côte d'Or,8.6
Muesli bio noix & graines,Jordans,13.6
Lait entier en poudre,Régilait,27.0
Biscottes nature,"Chabrior, Intermarché",11.0
Poudre cacaotée bio 32% de cacao Max Havelaar,"Bio Village, Marque Repère",8.2
2 panes au cabillaud,Atlantic,10.6
Leerdammer maxi portion,"Bel, Leerdammer, Leerdammer original",27.0
Emincés de Poulet - Rôtis au Four,Fleury Michon,16.5
Parmigiano reggiano,Giovanni Ferrari,32.0
Mehl Weizenmehl Type 405,Belbake,11.0
Pain grillé au blé complet 500g,U,11.0
Filets de maquereaux marinade au Citron et à l'Olive,Saupiquet,11.0
Sandwich le méga poulet rôti mayo légère x3,Sodebo,9.3
90% cacao noir,Carrefour,12.0
Jamón serrano,Incarlopsa,33.5
Peanut butter Crunchy,Prozis,26.0
Pain mie sandwich bio* cereales 500g,Bien,8.8
Mozzarella,Hacendado,17.0
chapelure,"Belbake, Lidl, Navarre",13.0
Quesco fresco cabra,Hacendado,12.7
Karéléa épautre noisette,"Karéléa, Léa Nature",8.4
Coeur de burger - Texas BBQ,Céréal Bio,17.0
Brioch'Burger,La Fournée dorée,9.5
"Gerble - Organic Chocolate Cookie Flavored w/ Banana, 132g (4.7oz)","Gerblé, Gerblé Bio",9.0
Granola Miele,"Nestlé, Fitness",8.7
4 tr. Jambon SIMPLEMENT BON Sans couenne,Fleury michon,22.0
Buonicosì,Galbusera,8.2
HERTA Allumettes nature conservation sans nitrite - 2x75g,Herta,17.0
Scottish porridge oats,Lidl,15.0
Forme & nature 440g,Chabrior,8.3
Hipro Saveur Coco,Danone,25.0
Carne de kebab pollo,Hacendado,22.4
Barres Céréales Graines et Amandes,"Carrefour BIO, Carrefour",20.0
Céréales Granola Noix & Graines 350G,U,13.0
Avellanas Enteras,Milka,8.2
Maxi pavo finas lonchas,Hacendado,12.8
Cottage Cheese,DANONE,12.0
Plain Flour,Tesco,9.9
Smooth Peanut Butter,Tesco,24.5
Chips de lentilles,Vico,13.0
Malted Wheat Sourdough,Bertinet Bakery,8.6
Multiseed bloomer,Jacksons,10.9
Wheat Biscuits,Stockwell,12.7
Biscuits fourrés à l'amande,Bjorg,8.1
Multigrain Dino shape,Harvest Morn,8.5
Natural Cottage Cheese,By Sainsbury's,9.6
100% Nuts Smooth Peanut Butter,Sainsburys,27.3
Ristorante Pizza Mozzarella,Dr. Oetker,10.0
Copos de avena,Bruggen,14.0
,Lucien Georgelin,12.0
Fine chapelure de pain,Tipiak,13.0
Tartines craquantes au sarrasin,Terres et céréales Bio,12.0
Société crème,Société,14.0
Gran Padano AOP,Casa Azzurra,33.0
Ravioli boeuf,"Lustucru, Lustucru selection",9.0
Pasta Lentejas Mercadona,"Felicia,Hacendado",26.0
Comté Le Fruité,Entremont,26.0
Pan tostado cereales y semillas,Hacendado,16.0
Tranches panées de Colin d'Alaska MSC,Findus,13.0
Salzstängel,"Lorenz, Norma",12.0
Œufs,Plein Air,12.7
Veganes Mühlen Cordon Bleu,Rügenwalder Mühle,12.0
Tartines craquantes quinoa pois chiche,Jardin bio,9.5
Bio Basmati Reis,Golden Sun,8.6
Edam,Holland Corona,25.4
