product_name,brand,sugars
"Tagada, L'originale",Haribo,74.0
"BRUN - 14 Wafers Vanilla Flavor, 146g (5.2oz)",Brun,39.0
Lindor noir,Lindt,38.0
Miel de fleurs,Lune de Miel,80.0
MINI BROWNIES lidl,Sondey,32.1
Nudossi ohne Palmöl,Nudossi,47.0
Raffaello fines gaufrettes enrobees de noix de coco fourrees noix de coco avec amande entiere ballotin de 18 pieces,"Confetteria raffaello, Ferrero",33.6
,Novi,40.0
Pâte à tartiner aux noisettes 400g,U,57.0
Clear Honey,Lidl,79.7
Pure Canadian Maple Syrup,Sainsbury's,69.6
macaroons,Mrs Crimbles,39.6
Mini Eggs,Cadbury,69.0
جاري التحميل…,,47.2
600G HAPPY BOX HARIBO,Haribo,53.0
The Original Speculoos,"Biscoff, Lotus",38.1
Višňový džem,Maribel,57.4
Chouchou,Alesto,42.0
Céréales croc'choc,Lucien Georgelin,32.0
Miel l'apiculteur,"L'Apiculteur, Yves Michaud",80.0
MARZIPAN DARK CHOCOLATE WITH MARZIPAN,Ritter SPORT,51.6129032258064
Milk chocolate caramel seasalt,Fin Carré way to go,52.8
Crème avec vinaigre balsamique de molène,ACENTINO,38.8
Honey,Rowse,80.8
La galette fourrée,St Michel,35.0
Bonne Maman Blackcurrant Conserve,bonne maman,57.0
Amber maple syrup,Tesco Finest,61.0
El Princio,,33.0
Tobigo crousty,,44.5
Scottish Strawberry Preserve,Mackays,66.9
Sirop d'érable,Maribel,88.0
Milka strawberry,Milka,53.0
Nursie,Danone,55.5
Carlotti Chocolate Negro 60% cacao,Carlotti,38.0
Fourrés Myrtilles,Bjorg,38.0
Pate à tartiner 25% de noisettes,"Lindt, Lindt & Sprüngli",46.0
Mignonnette Noir - Orange,Côte d'Or,44.5
Duplo Einzelriegel,"Duplo,Ferrero",50.4
200G SCOUBIDOU LUTTI,Lutti,50.0
Miel de fleurs liquide,Lune de Miel,82.0
Sucre vanillé x 12 sachets,"Alsa,Unilever",94.0
Kinder Schokobons White,Ferrero,47.2
Nesquik,"Nestlé, Nesquik",75.1
Mango,Seeberger,54.0
Toblerone Dark Chocolate Bar,"Mondelez, Mondelèz International, Toblerone",47.0
Crema Cacao,Hacendado,57.0
Pate à tartiner aux noisettes 750g,U,57.0
Biscoff creamy,Lotus,36.8
Kaonuts,"Carrefour, Carrefour-classic",53.0
Crimbles Coconut Macarons IMP,Danube,41.0
,Blédina,57.0
Choco nussa,Lidl,56.1
biscuits a la cuillere,Bonne Maman,56.0
Confiture Extra de Myrtilles,Bonne Maman,59.0
Milka - Riz croustillant,"Milka, Mondelez",48.0
Cracotte goût choco-noisette,LU,39.0
Sirop de grenadine,"Marque Repère, Frucci",85.0
Excellence Noir Menthe Intense,Lindt,47.0
Création Crème Brûlée,"Lindt,Lindt & Sprüngli",50.0
Longfizz,Lutti,63.0
nestle,"KitKat,Nestlé",43.5
caprice,Papadopoulos,48.0
Choco Gotas Negro,Hacendado,55.0
Barre Céréales CHOCOLAT,"Carrefour BIO, Carrefour",33.0
Pasas Sultanas,Hacendado,61.0
Hobnobs Milk Chocolate,McVities,32.3
Aubergine Pickle,Patak's,33.4
Kaonuts,CARREFOUR,53.0
Chips de légumes,Lidl,31.0
Golden Syrup,By Sainsbury's,79.0
Confiture de fraise,İlkgün,75.7
Pâte à tartiner noisettes  et cacao,Aïcha,52.0
Tobigo Gusty,Tobigo,39.0
NESQUIK Gout EXTRA CHOCO Poudre Cacaotée boîte 600g,"Nestlé, Nesquik, Nesquik extra choco",66.8
LULU,Lu,36.0
Pur Sirop d'Erable,Carrefour,58.0
Mon Chéri. 15 St.,"Ferrero, Mon Chéri",48.3
Lindor Latte,Lindt,42.0
Noir amandes entieres,Carrefour,34.0
Knoppers Nussriegel Einzelpackung,"Knoppers,Storck",38.3
Ferrero T3 Rocher fergulf,Ferrero,39.9
Benco,Benco,50.0
Organic Date Syrup,The Groovy Food Company,62.0
Luxury Chocolate Drink,Twinings,76.5
Choco Leibniz - Dark,Bahlsen,36.0
Cracotte Fraise,"Lu, Mondelez",33.0
NESTLE® Lait Concentré Sucré 4% MG Boîte 397g,"Nestlé,Le lait concentre sucre",57.1
Nesquick,Nestlé,75.1
Haselnusscreme,Milka,56.67
Confiture Cerise INTENSE,Bonne Maman,39.0
150G LINDOR LAIT LINDT,Lindt,44.0
Fraise bio,Lucien Georgelin,44.0
Kinder joy,"Ferrero, Kinder",51.0
"Eugenia original, Biscuiți cu multă cremă cu cacao",Dobrogea,34.5
Peanut,m&m's,53.0
Emotion,"Carrefour, Carrefour Sensation Carrefour",40.0
B/Dragon Sweet Chilli Sqzy 380g,Blue Dragon,43.2
Fruit & Nut Mix,Aldi,42.0
Raisins & Cranberries,Aldi,69.3
Date Syrup,Date Crown,73.3
Smooth,Green & Black's,47.0
Roxta,Piccadeli,54.9
Nocciolata Pâte à tartiner Cacao  et Noisettes,RIGONI DI ASIAGO,51.0
100G COTE D'OR NOIR ORIGINAL,"Côte d'Or, Fraft Foods",53.0
Lunettes fraise,Bjorg,33.0
LOTUS DINOSAURUS Original Chocolat lait 225g (4x3p),"Lotus, Lotus Bakeries",31.0
Milka Choc & Choc,MILKA,40.0
"KITKAT Ball, Billes au chocolat au Lait, 250g","Nestlé, Kit kat ball, Kitkat",49.9
Mix énergie,Alesto,35.0
Galettes aux flocons d’avoine fourrées chocolat noir,Biocoop,37.0
,Oreo,45.0
Toblerone White,Toblerone,62.0
Nocilla Original,Nocilla,56.0
Biscoff,Lotus,38.1
Ginger Crystallized In Dark Chocolate,Chocolove,40.0
Wafers alla vaniglia,balconi,38.0
Golden Syrup,Tesco,74.7
Pavesini 200 gr,Pavesi,50.0
Mango Chutney,Tesco,52.4
Strawberry Conserve,Tesco,53.7
Pure Honey,"Simply M&S,Marks & Spencer",80.8
Salsa miel y mostaza,Hacendado,34.0
Pâte à tartiner aux noisettes,Révey,43.44
Dark Maple Syrup,Aldi,82.0
"Grand cœur fondant, chocolat noisettes",Michel et Augustin,40.0
Lutti guimauve chocolat,Lutti,61.0
Confiture de figues violettes,Bonne Maman,59.0
"Bonne Maman - Mirabelle Plum Jam, 370g (13oz)",Bonne Maman,59.0
Chocolat noir dessert,"Intermarché, Ivoria",47.0
Mermelada de fresas de temporada,Hero,50.0
Bruges Assortment Biscuits,"Delacre, Ferrero",39.6
Milk Chocolate Bar,"Mondelez International, Toblerone",60.0
Crema de Cacao Avellana,Hacendado,45.9
Vitamin coconut bar,Sante,39.0
,Excelo,63.0
Kinder tronky,"Ferrero,Kinder",43.2
Clear Honey,Tesco,82.4
Night time teabags x20,Sharwood’s,44.7
Golden Syrup,Belbake,79.0
Pâte à tartiner aux noisettes,,61.7
superfood organic Hot Chocolate,Naturya,55.0
Barritas de galleta rellenas de arándanos,Hacendado,34.0
GOÛTER,it,39.0
Nutella,"Ferrero, Nutella",56.3
Sucralose,"Canderel, Merisant",90.0
Mini Rollos Chocolat au Lait & Coeur fondant au Lait,"LU,Mondelez,Pépito",36.0
Chocolat noir aux éclats d'amandes,Alter Eco,38.0
Kinder Cards Family-Pack 20days,"Ferrero, Kinder",42.9
Panela,Hacendado,94.0
Butterkeks Mit Vollmilch Schokolade,"Lidl,Sondey,Inter Biscuits",35.3
Goody Cao,Bellarom,75.8
Crema Aceto Balsamico di Modena,"Italia, Ponti",50.0
Cadbury hot chocolate,Cadbury,73.0
Clear Honey,"Highgate Fayre, Lidl",81.0
Galleta boer sabor coco,Coral,36.779998779297
Wild Blueberry Conserve,Bonne Maman,59.0
Granola cookie cœur extra moelleux,Granola,33.0
Strawberry Conserve,Sainsbury's,57.8
Sirop de grenadine,"Carrefour, Groupe Carrefour",80.0
Tartelettes framboise,Bonne Maman,52.0
Spéculoos,Sondey,33.4
Glico Mikado & Go - Chocolat au lait,"LU, Mikado",34.0
Bio village - Miel de Fleurs,"Bio Village, Marque Repère",80.0
Schtroumpfs,Haribo,43.0
Chocolat noir bio 70% cacao,"Fair,simplement bon et bio",31.0
Préparation de fruits clémentines et oranges de Corse,Saveurs de nos regions,47.0
Chips de légumes,"Bouton D'Or, Les creations",33.9
Pâte à tartiner choco noisette,Jardin bio,32.0
,Côte d'Or,54.0
300G DRAGÖLO HARIBO,Haribo,54.0
Confitures moins sucrée - Fraise & framboise intense,Bonne Maman,39.0
БОНБОНИ МЕРСИ,"Merci,Storck",48.0
Original Neapolitaner,Manner,46.0
Petites tartelettes Chocolat caramel,Bonne Maman,36.0
Caramelo Liquido,"Royal, Mondelez",40.5
Oreo Original,Oreo,38.0
Tablette Lait noisettes et amandes pilées,Merveilles du Monde,46.0
Reduced sugar raspberry extra jam,Bonne Maman,37.0
Miel,Lune de Miel,80.0
Tomato Ketchup,"Marks & Spencer,Simply M&S",35.6
Bull's-Eye Original BBQ Sauce,Heinz Foods UK Ltd,33.0
Chocolat Kinder Chocofresh fourré lait noisette x5,"Ferrero, Kinder",39.6
Sirop d'Agave bio,Daddy,77.0
confiture bonne maman 4 fruits,Bonne Maman,58.0
Chocolat dessert pâtissier,"Marque Repère, Tablette d'Or",48.0
Mustikkahillo,Maribel,57.1
Sirop d’agave,Simplement Bon et Bio,105.0
Lindt Chocoletti Lait praliné noisettes,Lindt,48.0
Rochers - chocolat au lait,Suchard,50.0
After Eight Dark Chocolate Thins,Nestlé,67.8
Pâte à tartiner Milka aux noisettes,Milka,57.0
Sucre en poudre,"Carrefour,Simpl",100.0
Pruneaux d'Agen,Saveurs de nos Regions,37.0
Agavendicksaft,Alnatura,75.0
After Eight,Nestlé,67.8
Lapin d’or chocolat au lait,Lindt,54.0
Schoko Bons,"Ferrero, Kinder",52.2
Pâte à tartiner noisette cacao,le jardin de corentin,52.0
pâte a tartiner cacao noisette,nocciolata,53.0
Soft Pitted Apricots,Alesto,43.8
Tangfastics,Haribo,50.0
STRAWBERRY PRESERVE,Wilkin & Sons Ltd,70.0
Clear Honey,Grandessa,76.0
Marmelade Erdbeere,Maribel,53.7
Lyle’s Golden Syrup,Abram Lyle & sons,79.0
Milk Chocolate Buttons 38%,Montezuma,49.0
Nutella,Nutella Ferrero,56.3
Barritas 100% Frutas,Hacendado,56.0
Mango Chutney,Lidl Deluxe,55.0
Caramelised Apple Spread,Bonne Maman,48.0
CONFIPOTE Confiture allégée en sucres Pot Fraise 350g,"confipote, materne",38.0
Confiture de fraises,"Carrefour BIO, Carrefour",57.0
La Coqueline (fraise),"LU,Mondelez",41.0
Excellence Noir Zeste de Citron Vert,Lindt,48.0
Prince Choco'🍫Barre - Barre céréalière au chocolat🍫,LU,31.0
Bouchées Mon Chéri Liqueur cerise x16 - 168g,Ferrero,48.3
Noir praliné,Côte d'Or,49.0
Miel l'Apiculteur Montagne,Miel l'Apiculteur,75.1
Caramel et Noisettes,Milka,49.0
Miel et gelée royale la Force au Naturel,"Famille Michaud, Lune de Miel",64.0
Chocolate puro con almendras,Valor,36.0
Pâte à tartiner 13% SHP - 750g,"Intermarché, Ivoria",52.0
Nutella pate a tartiner noisettes-cacao barquette 15 gr,Nutella,56.3
Pingui,"Kinder, Ferrero",33.1
Вафла МОРЕНИ maxx,"Mondelez,МОРЕНИ",44.0
Nussknacker - Vollmilchschokolade,"Aldi,Choceur,WIHA",41.0
Dátiles desecados sin hueso,Hacendado,61.7
La Crema spalmabile di soia,Jensen & Co AS,55.0
Sucre Cassonnade,Daddy,100.0
Plumcake,http://x.com,30.3
Tablette Noir noisettes et amandes pilées,"KROKOLA, Merveilles du Monde",32.0
KIDDYLICIOUS Fruity Bakes - Fraise - 132g (6x1p),Kiddylicious,33.0
Wild Strawberry Gourmet Sweets,Candy Kittens,60.0
CONFIPOTE Confiture allégée en sucres Pot Abricot 350g,Confipote,37.0
Brossard - brownie familial pepites de chocolat 285gr,Brossard,32.0
Confiture châtaigne,Bonne Maman,46.0
250G BUBBLIZZ LUTTI,Lutti,66.0
Lait praliné double lait,Côte d'Or,56.0
Cranberries gesüßt,Seeberger,68.0
LOTUS Gaufre de Liège Chocolat au lait 363g (7x1p),Lotus,32.0
Nesquik,"Nestlé, Nesquik",75.1
Arándanos deshidratados,Hacendado,67.8
Bonbons Tic Tac x110 pastilles MENTHE - 54g,"Ferrero,Mixte,TIC TAC",94.5
,Siroperie Meurens,61.0
Chocolate Sandwich Cookies,Oreo,38.0
Chocolate,M&M's,67.0
Dark Bubble Chocolate,Roshen,46.3
Vinaigre Balsamique De Modène,"Acecrem Srl, Acentino, Acetaia Giuseppe Cremonini Srl",43.2
Milka oréo,Milka,49.0
Thyme,"Kellogg's, Tesco",35.0
Sweet Chilli Dipping Sauce,Lidl,40.8
Cassonade,Carrefour,99.0
Cookies Classique,Delacre,38.0
Rich hoisin sauce,Blue Dragon,60.0
Soft Dried Figs,Alesto,44.0
Marylands Chocolate Chip Cookies,Burton Biscuits,31.0
"Chocolat noir, Éclats d'amandes grillées & pointe de sel","Fairglobe, Way to go!, Lidl",42.1
Confiture abricot,andros,36.0
amaretti,Crosta and mollica,47.0
Snickers x10,Snickers,51.0
Préparation à la myrtille Bio,Maribel,44.0
Pate à tartiner cacao aux éclats de crêpe dentelle,Gavottes,48.0
Milka Tendre au lait,Milka,51.0
Spécial mie Nature,Maître jean-Pierre,45.0
Sucre Vanillé,Vahiné,98.2
Prince - Biscuits fourrés goût chocolat,Lu,32.0
Mini Oreo,Oreo,37.0
,Haribo,51.0
Chocolat noir caramel pointe de sel,Ethiquable,38.0
TIC TAC Fresh Mint,tictac,94.5
Pâte à tartiner aux noisettes,Bio Village,56.0
Biscoff,Lotus,38.1
Bonbons à l'eucalyptus,"AmanieNord Fresh, Lidl",71.5
,"Fin Carré, Lidl",55.4
Choco Break Goût chocolat,Carrefour,78.0
Pâte à tartiner aux noisettes pot 700g,"U, U Bio",56.0
Toffifee weiß,"Storck,Toffifee",46.5
P’tit fondant coeur chocolat,Bjorg,33.0
Lindet choco swis dark 2yrs prod,Lindt,50.0
Milk Chocolate Truffles,"Lindor, Lindt, Lindt & Sprüngli",42.0
Mango chutney,Aldi,52.7
Cadbury Heroes,Cadbury,57.0
Ovaltine Original,Ovaltine,48.0
Pepite chocolat,Aiguebelle,54.6
Peanut Chocolate Treat Bag,M&M's,53.5
Organic hot chocolate,Green and blacks,61.0
Mélange de fruits secs,Trader Joe's,31.0
,Lucien Georgelin,50.0
Galleta de mantequilla con tableta de chocolate con leche,Carrefour BIO,35.0
Biscuits Complets Avoine et blé Bio,"Aachener Zucker- und Backwaren Paul Schaeffer, Lidl, Sondey",32.8
Barre Chocolatée Kinder Bueno Chocolat au Lait,"Kinder, Ferrero",41.2
Balisto Miel Amandes x9,Balisto,42.0
,Maître Prunille,32.0
Banania Original,Banania,69.0
Chocolat noir Quinoa,Ethiquable,32.0
Miel de fleurs,Famille Michaud,80.0
,"Ferrero, Kinder",52.2
Chocolat gianduja,Ethiquable,37.0
Sift Figs,"Alesto, LIDL",48.6
Crêpes Chocolat x 15,Whaou !,39.0
Schweizer Kräuterbonbon,Ricola,76.0
,"Nakd, nākd",35.0
Ekologisk Sylt Lingon,IKEA,39.0
cacao creme,Mister Choc,57.1
Choco sticks,"Milka,Mondelez",35.0
MixMax,Balconi,38.3
Confiture 4 agrumes,Léonce Blanc,37.0
Clear Honey,By Sainsbury's,80.8
Cashew Cookie Raw Fruit & Nut WholefoodBars,Nakd,39.2
Smooth operator milk chocolate,Montezuma's,47.0
Крем от тъмен шоколад,"Lindt, Lindt & Sprüngli",40.0
Black's Organic White Chocolate Bar,Green & Black's,51.0
Babicao,Nestlé,30.3
Soluble al CACAO,Dulcinea,70.0
Chocolat au lait,aiguebelle,56.0
Mermelada Arándanos,Hacendado,49.0
Peruvian Dark Milk Chocolate,Sainsbury's,36.1
Pâte à tartiner Banania,Banania,53.0
chocolat brownie,Milka,38.0
Sablés framboise sésame,Bonne maman,32.0
30 boudoirs 175g,Brossard,52.0
Kinderriegel,"Ferrero, Kinder",53.3
Haribo pik,Haribo,50.7
M&M's - peanut,"M&m's, Mars, Mars Chocolat, Mars Chocolat France",53.0
Sirop d'agave,"Jardin Bio, Léa Nature",75.0
Moutarde Au Miel Pot,Maille,34.0
Éclats de fèves de cacao noir,"Carrefour,Selection Carrefour",47.0
Lait de nos fermes,Lune de Miel,64.0
Rocher Suchard noir,"Suchard, Suchard rocher",47.5
Kinder Bueno Mini,"Kinder, Ferrero",41.2
Crusti Choc,"Fin Carré, Lidl",50.2
Pate à tartiner noisette cacao,Le Jardin De Corentin,52.0
Chocolat Lait Noisettes entières,"Bellarom, Fin Carre",37.9
,Tic Tac,94.5
Maxi King,Kinder,35.6
Barritas muesli Chocolate,"Crownfield, Lidl",33.6
Mango deshidratado,Hacendado,61.0
"Dark chocolate covered pretzels with peppermint pieces, peppermint",Nestlé,36.67
Bonne Maman Black Cherry Conserve 370G,Bonne Maman,59.0
Schokolade Halbbitter,Ritter Sport,48.0
Basics Clear Honey,"Sainsbury's, Sainsbury's basics",80.8
Muesli Berries & Cherries,Simply Sumptuous,38.3
Seville orange marmalade,La Vieja Fábrica,65.0
Dulce de Leche La lechera,nestle,55.8
Typ Cappuccino classic,"Deutsche Extrakt Kaffee, REWE, ja!",54.0
Pasas sultanas,Alesto,67.7
Mikado,"Glico, LU, Mikado, Mondelez",32.0
Choco nussa,Lidl,56.1
Pitted Dates,Aldi,58.0
Dark milk chocolate with blood orange,Marks & Spencer,37.3
Cookies Chocolat Noisettes,Bonne Maman,36.0
Confiture Fraises,Carrefour,58.0
Lait écrémé en poudre,Régilait,52.0
Meruňkový džem,Maribel,57.0
4 AGRUMES,Lucien Georgelin,48.0
Ovomaltine crunchy,Ovomaltine,50.1
Noir quinoa soufflé,Alter Eco,37.0
200G STARMINT HARIBO,Haribo,83.0
Pruneaux d'AGEN dénoyautés,Maïtre PRUNILLE,35.0
Crema spalmabile alla caramella mou,Saveurs de nos régions,56.4
SAUCE YAKITORI,kikkoman,39.0
Vinaigre balsamique,Carapelli,42.0
prince,"Lu, Mondelez",32.0
Lutti best fizz tubo 550g,Lutti,65.3
Chocolate puro,Valor,47.0
Sucre sachet Poudre 1 Kg,Top budget,100.0
Choco nussa,Lidl,56.1
Cretan Blossom Honey,eridanous,74.0
Lait amandes caramélisées,fin CARRÉ,44.1
Mix milk,Balconi,42.0
Fig Rolls,lidl,39.2
Chocolate and Hazelnut Cake,Shär Gluten-Free,32.0
Sucre fleurs de coco,"Carrefour BIO, Carrefour",93.0
Belgian Choc,Options,52.0
Mega Duo Doble Cacao,Gullón,34.0
Excellence Noir Craquant Pailleté Gaufrette,Lindt,47.0
Grenada,"J.D. Gross, Lidl",40.0
Pâte à tartiner au cacao et noisettes bio et équitable,"Auchan, Auchan Bio",55.0
Mango,Tesco,51.6
Pure Clear Honey,Morrisons,76.4
Taste the Difference Raspberry Conserve,"Sainsbury's, Taste the difference",53.0
Organic Balsamic Vinegar,Sainsbury's,51.0
Dulcinea,Dulcinea,60.0
Flan,idéal,73.8
Muffins,,32.0
Fraise,Carrefour,39.0
Costa,Costa,50.0
P'tit Gouter,It,39.0
,Twix,48.1
Poudre cacaotée 32 % de cacao maigre,"Carrefour BIO, Carrefour",68.0
Gelée de groseilles,Bonne Maman,59.0
Nustikao,"Nustikao, NustikaoMarque Repère",58.0
Rotella,Haribo,38.0
Sucre Vanillé des Isles,Alsa,93.0
Excellence Milk Sea Salt Caramel,Lindt,57.0
LT3X100G LAIT MILKA,Milka,55.0
Lindor Lait,"Lindt, Lindt & Sprüngli",42.0
Canneberges sucrées séchées,Alesto,71.3
Chocolat noir Gingembre confit,ethiquable,35.9
Cookies 40% pepitas chocolate,Hacendado,33.0
Pâte a tartiner -30% de sucres,Poulain,39.0
soja sucrée,Kikkoman,52.0
Oat cookies milk chocolate,"Sondey,Lidl",32.2
38G SKITTLES SACHET,Mars norge as,74.0
Kit Kat 2 Finger Milk Chocolate Biscuit Bars,Nestlé,49.4
Twins chocolate,Gullón,43.0
Strawberry Seedless,Hartley's,59.0
Crema allo Zenzero,Mister Choc,30.5
Confiture 4 fruits,Maribel,56.2
Choc pot,Sweet Freedom,37.0
Preda Fair Trade Dried Mango Slices,Forest Feast,38.3
Chocolate negro 72% con trozos de naranja,Hacendado,35.0
maltesers,Maltesers,53.0
Fruit rolls,"Bear, Bear Nibbles",42.0
Bakewell Tart Raw Fruit & Nut Bars,Alesto,45.6
Banania Moins de sucres,Banania,48.0
Urban Fruit Snack Pack Strawberry,smashing strawberry,58.1
Dulcinea,Dulcinea,64.0
Tacos  wafer,biscarose,42.0
Chewingum,,75.0
,,33.8
Original hot malty goodness,Horlicks,39.3
Sucre cassonade,Saint louis,99.0
Pain d'épices,"Jardin Bio, Jardin biologique, LEA Nature",40.0
Levure de boulanger traditionnelle,Vahiné,100.0
Miel crémeux,Maribel,75.1
Pâte à tartiner Noisette & cacao,Poulain,59.0
CRUNCH (lot de 2),"Nestlé, Crunch",50.4
Puffreis mit Schokolade,NIPPON,40.0
Lindt chocolate negro Limon con Gengibre con amandes,Lindt&Sprüngli,46.0
Rübenkraut,"Grafschafter, Grafschafter Krautfabrik",66.0
Sirop de Pêche blanche,La maison guiot,78.7
Peanut,M&M's,53.0
Mix Max,Balconi,40.0
Mermelada de melocotón de temporada de Murcia,Hero,47.0
Merci : Milk Chocolate синий смотка,"Merci, Storck",48.3
Salatbox Hähnchenbrust (Penny DE)/ Miel de Flores (Lidl ES),"Maribel,Penny Ready",74.3
L'Original Lait,"Côte d'Or, Mondelez",55.0
Tosta rica,Cuétara,31.0
Nocilla,Nocilla,56.0
Noir extra fondant,Lindt,46.0
Knoppers,Storck,34.2
Sauce soja sucrée,Suzi Wan,57.0
Cocoa sandwich biscuits with vanilla flavoured crème filling,Tower Gate,37.1111111111111
Premium lime & chilli chutney,Geeta’s,50.0
Chocolat instantané en poudre,Ethiquable,50.0
Tobigo cookies,,34.6
Chocolate Spread,Aldi Everyday Essentials,41.0
Préparation en poudre pour boisson cacaotée,Colacao,70.0
Dino Fruit Bars. strawberry and banana,The Foodie Market,59.3
Croc choc,Lucien Georgelin,35.0
Pâte à tartiner aux noisettes,Ethiquable,52.0
CRÊPES DENTELLE CHOCOLAT AU LAIT 90g,Gavottes,50.0
(Confiture) Fraises d'Aquitaine,"Saveurs de nos Régions,LIDL",48.0
Oreo Sjokoladetrukket 246 g,Mondelez Norge AS,47.0
CONFITURE EXTRA de fraises ALLEGEE 50% fruits,Paquito,38.0
280G MICHOKO NOIR,La Pie Qui Chante,50.0
Chocolat noir à pâtisser Tablette de 200g,U,48.0
Kinder Pingui Schoko 4er-Packung,Ferrero,33.1
Croc' Tout Choc à la pâte à tartiner,Lucien Georgelin,32.0
,"Ferrero, Kinder",53.3
NESTLE DESSERT Pâte à tartiner 590g,"Nestlé, Nestle dessert",52.0
Тунквана вафла с какаова глазура,Боровец,38.0
Sucre de fleur de coco bio,Regain,86.15
Guet Apens,"LU, Mondelez",32.0
Gianduja Noir Éclats de Noisettes,Ethiquable,32.0
Belgian Chocolate Guylian Seashells,Guylian,47.0
Confiture de fraises,"Marque Repère, Douceur du Verger",57.0
All Natural Nut Bar,2KEEP,36.0
Dattes Deglet Nour,"Lidl, Alesto",64.7
Dulcesol snack cacao,Gateau,44.0
Lindor Assorted Chocolate Truffles Box,"Lindt, Lindt & Sprüngli, Lindor",40.0
Crema Pan di Stelle,"Barilla, Mulino Bianco",51.0
merendina double choco 36g,bimo,40.0
Creme Egg,Cadbury,65.0
CréXy,,42.9
Pink & white,,68.0
Vollmilch extra cremig 30%,"J.D. Gross, Lidl",50.7
Confiture fraises allégée en sucres,Maribel,38.4
Crunchy Nut,Kellogg’s,35.0
,"Marque Repère, Douceur du Verger",39.1
Brossard - le cake aux fruits 300gr,Brossard,36.0
180G C OR LT RAISIN NOISET,Côte d'Or,49.0
Sirop d'Agave équitable,"Jardin bio, Léa Nature",75.0
Vico pop corn baff caramel,"Intersnack, Vico",57.0
Pains d'épices chocolat noir,"Aachener Zucker und Backwaren Paul Schaeffer, Favorina, Lidl",47.9
Abricot bio,Lucien Georgelin,43.0
Création Praliné feuilleté,Lindt,50.0
Lapin d’or chocolat au lait,Lindt,54.0
Miel acacia de France,Miel l'Apiculteur,78.6
Cappuccino vanille,Bellarom,47.7
Crème de marrons,Clément Faugier,50.2
Haribo dragolo,Haribo,52.0
Mini Gaufres au chocolat au lait,Lightbody,33.3
Dairy Milk Chocolate Bar,cadbury,56.0
Ciruelas desecadas sin hueso,Fundo Sofruco,38.0
,Teisseire,65.0
Raisins secs,Tesco,62.4
Icing Sugar,Silver Spoon,100.0
Caramelised Red Onion Chutney,specially-selected,49.7
Honey,Asda,82.0
Petit ourson guimauve,CEMOI,58.0
Sucre en poudre blanc,Tablier Blanc,100.0
Twirl Chocolate Bar,Cadbury,58.0
Tesco Finest Raspberry Conserve,Tesco Finest,54.8
Tentation,Aiguebelle,44.7
Sea Salt Chocolate,Moser Roth Aldi,46.2
Tesco Organic Squeezy Clear Honey,Tesco,81.0
Brio,Priccadeli,44.5
dried mango,Tesco,53.5
Organic Coconut Sugar,The Groovy Food Company,94.07
Skittles Taste The Rainbow Fruits,Mars,74.0
Mermelada melocotón,Hacendado,44.0
caramelised onion chutney,"taste the difference, Sainsbury's taste the difference",49.2
Oreo,Cadbury,38.8
Twix Xtra,Twix,48.0
Crunchy Cookies,kinder,34.6
Medjool Dates,Tesco,54.5
Lait crémeux,Nooco,58.0
Biscuits Delacre Cigarettes Russes - 200g,"Delacre, Ferrero",36.4
Galette maïs chocolat au lait,Gerblé,80.1282051282051
Lait écrémé bio en poudre,Regilait,52.0
Balisto miel amandes x10,Balisto,42.0
LOTUS Gaufres Fourrées cœur fondant Vergeoise 310g (5x2p),Lotus,36.0
confiture fraises,Bonne Maman,59.0
Cantuccini alle mandorle,"ITALIAMO, Lidl Realforno, Realforno, Lidl",30.7
Choco Moo,MILKA,34.0
Chocolat Noir Pépites,Vahiné,50.0
Pain d'Épices aux Fruits,Deluxe,46.8
Zanzigliss 300g,Haribo,50.0
Vinaigre balsamique de Modène,Maille,32.0
Chocolat noir intense dégustation,Alter Eco,39.0
Chocolat au lait riz soufflé,Ethiquable,47.0
300G POLKA HARIBO,Haribo,49.0
P'tit Déj - Biscuits nappés de chocolat au lait,BN,33.0
"Les Comtes de Provence - Apricot Preserves, 350g (12.3oz) Jar",Les Comtes de Provence,42.0
Chocolat noir dessert bio,"Bio Village, Marque Repère",46.0
Biscuits rose de Reims,Maison fossier,50.0
Choko noir,Noiseraie,37.3
Luflée Alpenmilch,"Milka, Mondelez",54.0
Mix Milk,Balconi,39.6
LOTUS BISCOFF Speculoos Fourré - Crème saveur Vanille - 150g,Lotus,43.0
Excellence Dark 70% Cocoa,Lindt,45.0
Tendre cœur chocolat,Bonne maman,31.0
Rose's Lemon and lime,"L. Roses & Co ltd, Rose's",63.0
Nutoka,Aldi,44.6
FINGERS,"Cadbury, Fingers",40.0
CRANBERRY COIL & CHOCOLATE PROTEIN BAR,GO ON,31.0
Chocotom,Tom,48.03
Maple syrup,Kirkland Signature,58.59
Tesco Set Honey,Tesco,81.0
,Nutella,56.3
Goldbären,Haribo,46.0
Strawberry Fruit Spread,St. Dalfour,47.9
Frank Cooper's 'Oxford' Original Oxford Marmalade,"Frank Cooper's,The Pantry",53.7
Hazelnut Chocolate Spread,Nutoka,47.0
Juicy Sultanas,Aldi,69.4
Runny Honey,Rowse,80.8
Store Hazelnut & Cocoa Spread,nature's store,58.0
Cranberries,Alesto,73.2
Waffle,,33.0
Sauce barbecue,Kania,35.4
croquant miel sésame,Gerblé,33.0
Citror,"Sirop Sport, sport",63.8
Chocolat noir pour préparation pâtissière,"Nestlé, Nestlé dessert, Tablettes",46.4
