product_code,product_name,brand,energy_kcal,energy_kj,carbohydrates,sugars,fat,saturated_fat,proteins,fiber,salt,sodium,fruits_veg_nuts,nutrition_score_fr,nova_group,sugar_to_carb_ratio,calorie_category,sugar_category,is_ultra_processed
20884604,Lait amandes caramélisées,fin CARRÉ,,2429.0,47.4,44.1,39.1,18.4,8.8,3.4,0.71,0.284,18.040625,32.0,4.0,0.93,Unknown,High Sugar,Yes
2006050035649,Miel de Fleurs,TAMARA,,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
5000184321606,Light Mayonnaise,"Hellmans,Unilever,Hellman's",,1108.0,6.0,2.3,26.0,2.6,0.5,0.0,1.7,0.68,25.078125,13.0,4.0,0.38,Unknown,Low Sugar,Yes
6191577600046,Eau,Dima,,,,,,,,,45.0,18.0,,0.0,1.0,,Unknown,Unknown,No
1835151,Blueberries,Sainsbury's,,,,,,,,,,,100.0,-3.0,1.0,,Unknown,Unknown,No
6111069004350,Infusion,Sultan,,,,,,,,,,,,,,,Unknown,Unknown,No
6111243590235,lait frais,,,,,,,,,,0.0,0.0,0.0,,,,Unknown,Unknown,No
6111073504235,moutarde,pikarome,,,,,,,,,,,,,,,Unknown,Unknown,No
6111184008110,Sauce andalouse,Star,,,,,,,,,,,,,,,Unknown,Unknown,No
6111249942076,Alitkane Farine fleure,AL ITKANE,,,,,,,,,,,0.0,-4.0,1.0,,Unknown,Unknown,No
80176596,Dal Crem,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111104000965,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8718836394638,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5060947541276,Monster energy 50cl,Monster,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
4030600225356,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3058320002034,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8718836397615,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8695077013514,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111024008874,BP3177,TAOUS,,,,,,,,,,,,,,,Unknown,Unknown,No
6111266680753,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6911314512353,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3445850070709,Sel de Guérande,Le Guérandais,,,,,,,,,100.0,40.0,0.0,,2.0,,Unknown,Unknown,No
4056489194446,Saguaro,Saguaro,,,,,,,,,,,0.0,0.0,,,Unknown,Unknown,No
6130234002366,skor,cevital. da100,,,,,,,,,,,0.0,20.0,2.0,,Unknown,Unknown,No
8002230350285,Aperol,"Aperol, San Giovanni",,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6194001800500,Eau minérale naturelle,"Safia,Sfbt",,,,,,,,,55.0,22.0,0.0,0.0,1.0,,Unknown,Unknown,No
5017007601289,Sudocrem Antiseptic Healing Cream,Sudocrem,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
2006050059706,Eau de source de Montagne (Source Roche des Écrins),"Rocheval, Aldi",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,Unknown,Low Sugar,No
6111259341173,CRACKS,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111128000903,Ain sais kids 33cl,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
8434164562890,Miel de Flores,Granja san francisco,,,,,,,,,,,,,2.0,,Unknown,Unknown,No
8410757101172,,,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
7622201444624,Clorest,,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000041252,Doliprane vitamine C,,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000160038,Amoxil,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
90418129,,Fanta,,,,,,,,,,,,,,,Unknown,Unknown,No
4004198036755,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111259347212,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111195024710,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111243591591,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259347410,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6194001800722,Eau minérale naturelle,"Marwa,SFBT",,,,,,,,,109.0,43.6,0.0,0.0,1.0,,Unknown,Unknown,No
8000070063334,arome intense et gout unique,"CARTE NOIR, Carte Noire",,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
5000254019068,Bicarbonate of soda,Dr. Oetker,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
1180992,Lemon Juice,"by Sainsbury's,Sainsbury's",,94.0,1.0,0.9,0.5,0.1,0.5,0.5,0.02,0.008,83.3333333333333,-3.0,3.0,0.9,Unknown,Low Sugar,No
3276558440996,Banane,"Carrefour, Simpl",,,,,,,,,,,100.0,0.0,1.0,,Unknown,Unknown,No
4056489142560,,Kania,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
855422,إندومي,indomie,,,,,,,,,,,,,,,Unknown,Unknown,No
4056489894735,white bloomer with sourdough,Lidl,,,,,,,,,,,11.6666666666667,1.0,4.0,,Unknown,Unknown,Yes
6111035001789,Sidi Ali,"Sidi ali,lesaux oulmes",,,,,,,,,65.0,26.0,0.0,0.0,,,Unknown,Unknown,No
7622201118570,Trident spearmint flavor,Trident,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111029000132,النمر,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259345904,,Excelo,,,,,,,,,,,,,,,Unknown,Unknown,No
854102006732,"Mielle, Scalp & Hair Strengthening Oil, Rosemary Mint",Mielle,,,,,,,,,,,54.1511137461066,,4.0,,Unknown,Unknown,Yes
6111242600423,tacos,,,,,,,,,,,,21.875,,4.0,,Unknown,Unknown,Yes
8714599312605,,,,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
8719200256439,8719200256439,"Flora Food Group, Natacha",,,,,,,,,,,,,2.0,,Unknown,Unknown,No
6111260820148,Confiture d’abricot,,,,,,,,,,,,,,,,Unknown,Unknown,No
7622201444266,,Trident,,,,,,,,,,,,,,,Unknown,Unknown,No
6221155065513,,unilever,,,,,,,,,,,,,,,Unknown,Unknown,No
6111024004685,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8710912005681,8710912005681,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111249985271,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250477093,tone,,,,,,,,,,,,0.0,26.0,3.0,,Unknown,Unknown,No
11878797,Nescafé spécial filtre,Nestlé,,,,,,,,,,,,,,,Unknown,Unknown,No
3760091720160,Thé vert gingembre citron,Ethiquable,,,,,,,,,,,6.625,,4.0,,Unknown,Unknown,Yes
3560070852086,Thé vert menthe,Carrefour,,,,,,,,,,,13.0,,4.0,,Unknown,Unknown,Yes
3445735810697,Miel d’acacia,DACACLA,,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
24463061163,Sriracha Hot Chili Sauce,Tuong Ot Sriracha,,335.0,16.0,9.0,0.5,0.0,2.0,3.0,3.75,1.5,86.83,15.0,4.0,0.56,Unknown,Low Sugar,Yes
5011546415499,Nescafe Original,"Nestlé, Nescafé",,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
5010024111076,the pock ing the Servic 5:00pm Mondays to RELATION,Saxa,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111243380072,Miel,,,,,,,0.0,,,,,,,2.0,,Unknown,Unknown,No
8695077013521,shela,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111261060109,laïko,cola,,41.0,,11.0,0.0,,,,3.0,1.2,0.0,,,,Unknown,Moderate Sugar,No
6111243004282,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8480000866561,Ajo granulado,Hacendado,,,,,,,,,,,100.0,,1.0,,Unknown,Unknown,No
6111255091683,6111255091683,,,,,,,,,,,,,,,,Unknown,Unknown,No
3518646124655,physiolac,Gilbert,,,,,,,,,,,0.0001860827934478,,4.0,,Unknown,Unknown,Yes
6111252670096,Amlou à base d’Arachide,,,,,0.0,,0.0,,,,,,,,,Unknown,Low Sugar,No
6111259733817,oni,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111180001863,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6223013530232,6223013530232,,,,,,,,,,,,,,,,Unknown,Unknown,No
6221155081520,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111028000621,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5111129000088,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
3700123300014,Pure life,Nestlé,,,,,,,,,1.175,0.47,0.0,0.0,1.0,,Unknown,Unknown,No
3564700001226,Lentilles vertes,"Marque Repère,Notre Jardin,Scamark (Filiale E. Leclerc)",,1296.0,37.0,2.0,1.1,0.2,26.0,23.0,0.0,0.0,100.0,-15.0,1.0,0.05,Unknown,Low Sugar,No
5942219000059,"Borsec, regina apelor minerale apă minerală, natura carbogozoasă",Borsec,,,,,,,,,150.0,60.0,0.0,0.0,1.0,,Unknown,Unknown,No
3564700291962,Beurrier tendre 80%mg,"Marque Repère, Les Croisés",,2984.0,0.6,0.6,80.0,51.0,0.8,0.0,2.0,0.8,0.0,28.0,2.0,1.0,Unknown,Low Sugar,No
20242091,Brócoli,Lor-IX,,,,,,,,,,,,,,,Unknown,Unknown,No
3088541003145,Miel bio de fleurs,Famille Michaud,,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
7613036077538,Gold Blend Decaff,Nescafé,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
6111242041479,Leader chips,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111245340708,Fromage or blanc 64p,,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000080572,موكسول,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111261590415,Dibala,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111262588404,,,,,,,,,,,,,,,,,Unknown,Unknown,No
8001090944634,,,,,,,,,,,,,2.89257835106582e-06,,4.0,,Unknown,Unknown,Yes
8690536855100,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5000174003451,,Old Spice,,,,,,,,,,,,,,,Unknown,Unknown,No
745760392988,,,,0.0,,,,,,,0.0992,0.03968,0.0,,,,Unknown,Unknown,No
8402001017698,,Hacendado,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
764460733532,,,,,,,,,,,,,,,,,Unknown,Unknown,No
40329215,monte carlo,JTI,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111035503092,,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111242665996,fromage edam irish portion,,,,,,,,,,,,,,,,Unknown,Unknown,No
3564707100427,Chocolat noir dessert bio,"Bio Village, Marque Repère",,2203.0,49.0,46.0,32.0,20.0,6.6,9.2,0.0,0.0,0.0,24.0,4.0,0.94,Unknown,High Sugar,Yes
4056489236887,saguaro,Lidl,,,,,,,,,,,0.0,0.0,1.0,,Unknown,Unknown,No
3760020507404,Infusion Thym doux et fleuri,"Jardin bio, Léa nature",,,,,,,,,,,50.0,,1.0,,Unknown,Unknown,No
8000070038868,Crema e Gusto Classico,Lavazza,,,,,,,,,,,0.0,-2.0,1.0,,Unknown,Unknown,No
3057640269813,Eau minerale naturelle,Volvic,,,,,,,,,3.0,1.2,0.0,0.0,1.0,,Unknown,Unknown,No
11217770,,Hacendado,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
3560071311971,Miel de Fleurs Brut de Ruche,Carrefour,,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
6194000521017,Chocotom,Tom,,1979.2,77.47,48.03,15.25,8.39,5.95,7.55,1.1,0.44,0.0,27.0,4.0,0.62,Unknown,High Sugar,Yes
8002270018213,Natural mineral water,"Sanpellegrino,San Pellegrino,Nestlé",,,,,,,,,83.25,33.3,0.0,0.0,,,Unknown,Unknown,No
8412042502381,,Mondariz,,,,,,,,,119.0,47.6,0.0,0.0,1.0,,Unknown,Unknown,No
5035660138775,Frank Cooper's 'Oxford' Original Oxford Marmalade,"Frank Cooper's,The Pantry",,1079.0,62.8,53.7,0.0,0.0,0.2,,0.199898,0.0799592,20.8333333333333,18.0,4.0,0.86,Unknown,High Sugar,Yes
3041091282866,Lait pour nourrissons,Blédina,,,,,,,,,,,,,,,Unknown,Unknown,No
29306497,M&S Muesli Totally Nuts,Marks & Spencer,,1730.0,49.3,3.5,14.9,2.0,13.8,13.3,0.03,0.012,15.0,-3.0,4.0,0.07,Unknown,Low Sugar,Yes
3403112,Baby Plum Tomatoes,Tesco,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5900852057915,blédilait croissance,bédina,,,,,,,,,,,6.02678571428571,,4.0,,Unknown,Unknown,Yes
7622100977070,L&M,Philip Morris,,,,,,,,,,,,,,,Unknown,Unknown,No
6111180005694,Colorant Alimentaire,"Tradco France, Walima",,,,,,,,,,,,,,,Unknown,Unknown,No
6111242103979,حليب,بقال,,,,,,,,,,,,,,,Unknown,Unknown,No
6111262385393,Tobigo Petit Beurre,Tobigo,,,,,,,,,,,,,,,Unknown,Unknown,No
8720182210999,tresemmé,boitin + repair,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
8413279004068,Honey,castimel,,,,0.0,,0.0,,,,,,,,,Unknown,Low Sugar,No
6221155140548,,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6932511222333,Disaar hair care,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111195024741,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3564707000017,Petit-beurre bio,"Bio Village, Marque Repère",,1918.0,72.0,20.0,14.0,9.4,9.1,2.6,1.0,0.4,0.0,23.0,4.0,0.28,Unknown,Moderate Sugar,Yes
8410728180120,Grape Seed Oil,Lanjarón,,,,,,,,,1.475,0.59,0.0,0.0,1.0,,Unknown,Unknown,No
8410100020556,,Nestlé,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
3564700397114,Pistaches grillées à sec,"Marque Repère, Tokapi",,2531.0,11.0,9.0,50.0,6.5,25.0,8.6,0.8,0.32,99.0,3.0,3.0,0.82,Unknown,Low Sugar,No
20000295,Paprika edelsüß,"Kania,Kania Lidl,Kaninchen Lidl",,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
3800000600012,DEVIN,Devin,,,,,,,,,,,0.0,0.0,,,Unknown,Unknown,No
6191443100038,Eau de source naturelle,BARGOU,,,,,,,,,63.5,25.4,0.0,0.0,1.0,,Unknown,Unknown,No
4088600333595,Table salt,Stonemill,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
6111243384254,Miel d’Eucalyptus,,,,,0.0,,0.0,,,,,0.0,,2.0,,Unknown,Low Sugar,No
10136355,minced ginger paste,ktc,,,12.0,3.0,3.0,,1.0,2.0,2.0,0.8,2.91666666666667,,3.0,0.25,Unknown,Low Sugar,No
6111242530416,Mary Trini - -,Excelo,,,,,,,,,,,,,,,Unknown,Unknown,No
30004825,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3450601047190,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111092000237,tacos,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111242680661,Presto,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111261060147,Tropical,,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000080343,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242105324,Beurre 500g,Jaouda,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111255136353,levure chimique,alsa,,,,,,,,,,,,,,,Unknown,Unknown,No
6972102832831,,,,,,,,,,,,,,,,,Unknown,Unknown,No
152103001467,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111266071094,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111242882348,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
59493532,Apa,,,,,,,,,,,,,0.0,1.0,,Unknown,Unknown,No
6111261060116,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111261970927,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111184006956,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111046002041,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259091665,,,,,,,,,,,,,,,,,Unknown,Unknown,No
3564700655566,St Diéry eau minérale naturelle pétillante,"Marque Repère, LECLERC",,,,,,,,,96.25,38.5,0.0,0.0,1.0,,Unknown,Unknown,No
3560070483969,Miel de fleurs crémeux,"Carrefour BIO, Carrefour",,,,,,,,,,,0.0,19.0,2.0,,Unknown,Unknown,No
3011932000829,,Martini,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
8410100021546,Nescafé classic descafeinado,Nescafé,,,,,,,,,,,0.0,,1.0,,Unknown,Unknown,No
3261341003410,Café en grains bio - 500 g,Méo,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
20589523,,,,,,,,,,,,,,,,,Unknown,Unknown,No
80369691,VistaSnella,Ferrarelle S.P.A,,,,,,,,,0.0094,0.00376,0.0,0.0,,,Unknown,Unknown,No
12516490,Red Curry Paste,Chop Stick,,,,,,,,,,,,,,,Unknown,Unknown,No
5013665103554,Organic vegetable stock cubes,Kallo,,27.0,0.7,0.3,0.4,0.2,0.0,,0.9,0.36,6.8,,3.0,0.43,Unknown,Low Sugar,No
6191466400030,Eau de source naturelle,DENYA,,,,,,,,,228.6,91.44,0.0,0.0,1.0,,Unknown,Unknown,No
6111184003672,Vinaigre de cidre de pommes,Star,,,,,,,,,,,0.0,,2.0,,Unknown,Unknown,No
3504105036126,,,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
6111024001660,Oleor,Oléo,,,,,,,,,,,13.5416666666667,,2.0,,Unknown,Unknown,No
6111252420417,MIRINDA POMME 33CL,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111101001699,Soraya,soraya,,,,,,,,,,,,,,,Unknown,Unknown,No
6118000040934,15 Comprimés sécabies,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250013369,MONIICH,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
6111259092570,Mozza pizza,gastro mixte,,,,,80.0,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
5942204005588,pepsi 0.5,Pepsi,,120.0,7.0,7.0,0.0,0.0,0.0,0.0,0.01,0.004,0.0,11.0,4.0,1.0,Unknown,Low Sugar,Yes
6111018909217,,,,,,,607.0,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
8051128634501,,Pharmalife,,,,,,,,,,,0.0,,3.0,,Unknown,Unknown,No
6111266070516,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111251754131,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111259347335,,be,,,,,,,,,,,,,,,Unknown,Unknown,No
6217000175117,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111255091867,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111250472760,,,,,,,,,,,,,,,,,Unknown,Unknown,No
6111184009988,,,,,,,,,,,,,,,,,Unknown,Unknown,No
44490063114,,LU,,,,,,,,,,,,,,,Unknown,Unknown,No
5942219111113,,Romaqua Group,,,,,,,,,7.0866,2.83464,0.0,0.0,1.0,,Unknown,Unknown,No
5021991938825,Thé vert au citron bio x 20 sachets sans agrafe,Clipper,,,,,,,,,,,1.0,,4.0,,Unknown,Unknown,Yes
8411002101305,Agua Mineral Natural,Viladrau,,,,,,,,,0.0,0.0,0.0,0.0,,,Unknown,Unknown,No
3166352968515,Hachis Parmentier,Marie,,,,,,,,,,,3.38639322916667,13.0,3.0,,Unknown,Unknown,No
3095753234014,Blanc de Poulet - Fumé - Halal,Fleury Michon,,430.0,0.5,0.5,1.7,0.4,21.0,,1.8,0.72,1.04166666666666,2.0,4.0,1.0,Unknown,Low Sugar,Yes
8411902004089,Agua embotellada 50cl.,CABREIROÁ,,,,,,,,,,,0.0,0.0,,,Unknown,Unknown,No
4056489136514,Miel de Lavande de Provence,saveurs de nos régions,,,,,,,,,,,,,2.0,,Unknown,Unknown,No
5900915029873,,,,,,,,,,,,,,,,,Unknown,Unknown,No
5999076227426,Créatine monohydrate,"BiotechUSA, Biotech",,,,,,,,,0.0,0.0,0.0,,,,Unknown,Unknown,No
8718836396366,Skin Gummies 60 pièces,Innovit,,,,,,,,,,,0.0113932291666643,,4.0,,Unknown,Unknown,Yes
6111069004343,"Silhouette queue de cerise, hibiscus, anis",Sultan 1936,,,,,,,,,,,65.0,,1.0,,Unknown,Unknown,No
615357118775,Yorkshire Tea Decaf 80 Tea Bags,Taylors of Harrogate,,,,,,,,,,,0.0,0.0,1.0,,Unknown,Unknown,No
5760466876872,Castello Creamy Blue,Castello,,1779.0,0.5,0.5,42.0,27.0,13.0,,1.6002,0.64008,0.0,18.0,3.0,1.0,Unknown,Low Sugar,No
6194001800302,eau minérale naturelle,Melliti,,,,,,,,,91.75,36.7,0.0,0.0,1.0,,Unknown,Unknown,No
20382094,Garlic granules,Lidl Batts,,,,,,,,,,,100.0,-9.0,1.0,,Unknown,Unknown,No
8434164562883,Miel de flores,,,,,,,,,,,,0.0,,,,Unknown,Unknown,No
5015821127268,Yeast Easy Bake Sachets,Allinson's,,,,,,,,,,,0.0,,4.0,,Unknown,Unknown,Yes
475730,Wholemeal bread flour,"By sainsbury's, Wholesome",,,,,,,,,,,0.0,-4.0,1.0,,Unknown,Unknown,No
3580288088435,Miel de fleurs,,,,,,,,,,,,,,2.0,,Unknown,Unknown,No
