product_name,brand,salt
Maquereaux fumé poivre,Delpierre,2.7
Mantequilla con sal,Hacendado,1.01
Wurst Bärchen-Streich,Reinert,1.8
Pan de centeno 51%,Mercadona,1.5
Crema de Camembert,President,1.6
Naturalis -  Still,Naturalis,19.25
Pommes dauphine,Maison Tino,1.8675
Coup Noodles Beef,Nissin,1.2
Sauce soja 150ml,U,13.9
The Original Digestive,McVitie's,1.5
Granetti integrali,"Barilla, Mulino Bianco",1.13
Pain de mie à la farine complète* biologique,"Auchan, Auchan Bio",1.1
Fol Epi,"Fol Epi, Fromageries Perreault, Savencia",1.4
Eau minerale naturelle,Volvic,3.0
Erdnussbutter,Zentis,1.1
Cuquis,Hacendado,1.5
Bilal,Kania,98.0
Brown rice cake,Rice Up!,1.3
Mayonnaise Citron,Bénédicta,1.3
Hellmann's Real Mayonnaise,Hellmann's,1.18
Riso su riso croccantezza integrale,Galbusera,1.9
Mayonnaise comme à la maison,Bénédicta,1.3
HERTA LE BON PARIS Jambon à l'étouffée sans nitrite x8 -280g,"HERTA, Le Bon Paris",1.54
penaut butter creamy,Alaska,2.0675
HERTA LE BON PARIS Jambon torchon sel réduit ss nitrite x4,"HERTA, Le Bon Paris",1.4
Chocotom,Tom,1.1
Gorgonzola DOP mild,"Igor, Lidl, Milbona",1.9
Cabillaud Façon Fish and Chips,LIDL,1.09
,Nutella,107.0
Patak's Madras Spice Paste,Patak's,4.7
Natural mineral water,"Sanpellegrino,San Pellegrino,Nestlé",83.25
,Mondariz,119.0
Scottish Seeded Oatcakes,Aldi,1.1
Pretzels with olives,Alka,5.25
Cracker salati con lievito madre mulino bianco,Mulino Bianco,1.9
Spreadable,,1.3
Chicken,Oxo,24.4875
Pipers Lye cross cheddar & onion crisps,"Pipers, Trade Mark",1.55
Smoky BBQ Fajita Kit,Old El Paso,2.11
Tesco Italian GRTD Parmesan Cheese 100 G,Tesco,1.6025
Lebanese Style Falafel,Al'Fez,3.8
Robust Rye Bread,M&S,1.2
Roasted & Salted Peanuts,Simply...,1.22
Vegane Salami Baguette-Style,Billie Green,3.0
Beef Lasagne,Marks & Spencer,2.5575
Merchant Gourmet,,1.2
Light Soy Sauce,Tesco,2.203875
Slightly salted butter,"Sainsbury's,So Organic",1.1
English mustard,Bramwells,7.5
Parma ham,Tesco,1.15
Sweet Chilli Rice Crackers,Aldi,1.97
Bisto graby granules,Bisto,8.31
Masala Munch,Kurkure,2230.0
Parmentier de canard confit,Fleury Michon,5.75
Sauce barbecue,Kania,2.2
Focaccia panini,crosta & mollica,1.8
tomato ketchup,kissan,142.0
Pâte à pizza,Croustipate,1.1
Tortillas de Maíz,Hacendado,2.1625
Grandino Pépites de Chocolat & Nougatine,Sondey,1.27
Pik&Croq nature 5B,Bel Nordic,1.5
Biscottes à la farine complète,Le Moulin du Pivert,1.4
Bâtonnets de préparation à base de chair de poisson saveur crabe - x30- 500g,U,1.8
Paysan Breton - 12 Crêpes,Paysan Breton,1.8
PRESIDENT LA BRIQUE FONDANTE 200g,President,1.4
BTE 50CL MONSTER MANGO LOC,Monster,1.5
Mayonnaise à la moutarde de Dijon,Carrefour BIO,1.4
St hubert 41 250 g demi sel ss hdp,"St Hubert,St hubert 41",1.4
GRISSINI LIGHT* Sésame,Carrefour,1.3
Les croustillantes Seigle,"Marque Repère, Épi d'Or",1.3
Escalope cordon bleu de poulet 100% filets,Père Dodu,1.2
Sardines au Piment d'espelette doux,Connetable,2.25
Sauce vinaigrette Vinaigre balsamique Huile d'olive vierge extra 5%,Carrefour,2.0
La gourmande,"Intersnack, Vico",1.2
Emmental,Carrefour,1.1
l'Ortolan Léger,fromagerie Milleret,1.3
Grape Seed Oil,Lanjarón,1.475
Tuiles goût crème et oignon boîte de 170g,U,1.2
Sel -33 % sodium,Cérébos,65.6
Céleri rémoulade à la moutarde à l'ancienne,Pierre Martinet,1.1
Philadelphia - Milka Frischkäse,"Milka, Mondelez, Philadelphia",1.2
Vegetable crisps,"Crusti Croc, Snack Day",1.35
Maultaschen traditionell schwäbisch,Bürger,1.6
Tubo sticks & bretzels,"Bouton d'or, Intermarché",3.6
Pipas GIGANTES CON SAL,Hacendado,13.7
Mayonnaise à la moutarde de Dijon,"Marque Repère, Rustica",1.6
Cracker integrali,"Barilla, Mulino Bianco",1.6
Batonnet de surimi,"Marque Repère, Pêche Océan",1.6
Bûche de chèvre,"SAINT-LOUP SUR THOUET, Saint-Loup, Savencia",1.4
,Paturages,9.835
"Pizza Margherita tomate, mozzarella",Picard,1.4
Tortilla de patata sin cebolla,Hacendado,1.4
Jamón jugoso cocido en su jugo,Hacendado,2.1
Frischkäse Feine Kräuter,Bresso,1.2
Taboulé à l’avocat,Pierre Martinet,1.18
Marinheiras Chia,Cem Porcento,1.3
Knoblauch Sauce,"Garlic sauce, Knoblauch, Sau'cee",1.7
Émincés Soja et Blé,"Céréal,Céréal Bio",1.2
Salsa Dip Medium,"CRUSTI CROC, EL TEQUITO, SnackDay",2.1
Pain tranché au seigle 500g,U,1.1
Barritas con proteínas sabor coco y chocolate,Enervit,1.0825
4 quesos,Hacendado,1.8675
Biscuits charcuterie Chorizo,Michel Et Augustin,1.8
Cornflakes,"NORDISK KELLOGG'S NORGE NUF, KELLOGG'S",1.0825
Tranches saveur Emmental,Violife,1.9675
Végé hachés,wheaty,1.9
Pesto alla genovese,"Tigullio, Grand’Italia",2.5
Falafels boulghour aux petits légumes,Picard,1.1
Blanc de dinde Conservation sans Nitrite Le Gaulois,Le gaulois,1.3
Émincés à la méditerranéenne,Heura,1.4
,Maretti,3.0
TORTELLINI BACON RICOTTA & MOZZARELLA,Rana,1.3
Tomato Ketchup,Heinz,355.6
Doritos Hot Salsa 300g imo,Doritos,1.25
Greek style salad cheese,Lidl,2.7
Organic Unsalted Butter,Tesco,1.5
Original hot pepper sauce,encona,7.8
Spanish Chorizo,Tesco Finest,1.72575
Pizza del gusto chorizo,"Mix, Mix buffet",1.1
Eau de source naturelle,BARGOU,63.5
Curly Donut,Vico,1.5
Real Mayonnaise,"Aldi, Bramwells",1.24
Peri-Peri Sauce Medium,Nando’s,5.115
Poppy seed & sea salt 245g,Wasa,1.25
,Heinz,1.8
Peak Fish Crackers 250G,Gullón,2.2
Lesieur 425 g,Lesieur,1.55
Mature Cheddar,,1.8
Crunchy Toffee Popcorn,Butterkist,1.3
Croûtons de pain croustillants,Tipiak,1.8
Grana Padano,Carrefour,1.5
Premium Mango Chutney (medium),Geeta’s,1.9675
Quinoa chips,,2.1
Medium cheddar,Tesco,1.78
Mae ploy Red curry paste 400g,Mae Ploy,1.425
dakhla orange  200ml,Marrakech,7.5
minced ginger paste,ktc,2.0
Lasagne for 1,Charlie Bigham's,1.9175
Multiseed Loaf,Sainsbury's Taste The Difference,1.09
Bacon,Finnebrogue better naked,2.77
Tingly Sauce,Heinz,2.1
Cococoa,Toren,207.25
Frita kabab,chipsy d'or,1.249
Flora Lighter,Flora,1.2
Roast Chicken Breast,TESCO finest,1333.33333333333
Soft Lemon Pie,Be,1.275
Pain 100% mie complet biologique,Harrys,1.25
Tomato ketchup,Heinz,1.8
Bio Knäckebrot,"Grafschafter,Maître Jean Pierre,Bio Organic,Lidl",1.5
HERTA KNACKI Saucisses 100% Poulet x10 - 350g,"Nestlé, Herta, Knacki",1.8
Biscotte,"Heudebert,LU,Mondelez",1.2
Toastinette cheddar 10 tranches,"La vache qui rit, Toastinette",2.6
Knorr Soupe Déshydratée Poule aux Vermicelles 4 Portions,"Knorr®, Unilever®",10.4
Babybel,"Babybel, Bel",1.8
Toastinette original,La vache qui rit,2.6
Viande des grisons,Saint Alby,5.0
Amora Ketchup Nature Flacon Souple 850g,Amora,2.8
Pommes de Terre à la crème fraîche de Normandie,Benedicta,1.9
St Diéry eau minérale naturelle pétillante,"Marque Repère, LECLERC",96.25
Crackers Épeautres 3 Graines,"Bio Village, Marque Repère",1.9
Harissa de la Tunisie,"Le Phare du Cap Bon, Le Phare  Cap Bon",1.7
Lustucru gnocchi a poeler extra fromage jambon 280g,"Lustucru,Lustucru selection",1.4
Coulommiers de Caractère,"Chêne d'Argent, Duc de coeur",1.5
Le thon sauce catalane,Saupiquet,1.1
Tortillas de blé,Tables du Monde,1.3
Crackers emmental et graines de courge x8 - BIO,"Chabrior, Regain",1.844
Feta grecque aop 200g,"Intermaché, Itineraire des saveurs, Roussas",2.7
,Kania,1.4
Pizza Crust Cheesy 4 fromages,"Sodebo, pizza crust",1.3775
XXL thon oeuf crudites,Daunat,2.2
Gouda 48+,Milbona,4.25
Lay's 3D's Bugles goût nature format familial,Lays,2.1
Sardines à l'Ancienne Label rouge,Connétable,1.025
Accras de morue recette &quot;créole&quot;,"Cité Marine, Lidl",1.69
Sauce algérienne,CRF,1.6
4 piadinas,Hacendado,1.52
Original Mini,"Babybel,Bel",1.7
Sauce blanche,Samia,1.4
Burger Buns,Prime Burger,1.2
Petits pains grillés au froment,"Carrefour BIO, Carrefour, Interdis",1.1
Ravioli requesón y espinacas,Hacendado,1.8675
Macine con Panna Fresca,Mulino Bianco,846.153846153845
Salsa Mexicana Style Spicy Dip,"El tequito, Snack Day",2.0
Das Pure Haferbrot mit Ölsaaten,Aerzener,1.2
Moulin Poivre Noir,Ducros,1.25
Майонеза трапезна,Краси,1.18
Manteiga Magra com sal,Président,1.4
La mayonnaise classique bio,Lesieur,1.4
Süßstofftabletten,"Aldi, Süssli",33.0
Przyprawa Maggi,"Nestlé, Maggi",22.8
Hähnchenbrust,"Finesse, Herta, Herta Finesse",2.1
Lotto Classic Snack,Best Foods,2.0
Солети,Златна Добруджа,2.5
Blanc de dinde Sans Nitrite,Fleury Michon,1.5
10 pains au chocolats,Maître Jean Pierre,1.06
Cheetos Big Chipito saveur fromage,Cheetos,2.1
Lardons végétaux Nature,"La Vie, La Vie Foods, LaVie_Foods",2.1625
Truite fumée Labeyrie france,LABEYRIE,3.0
Émincé de poulet rôti,Fleury Michon,1.1
Fromage emmental & graines de courges,DR KARG'S,1.8
Garlic puree,Gia,9.1
Velouté poireaux pommes de terre,Royco,1.5
8 Sausages,Quorn,2.275
Original Popcorn,SkinnyPop,1180.55555555555
Grana Padano,"Lidl, Milbona",1.475
Seafood sticks,tesco,1.53
Sweet sriracha chilli lentil chips,Proper,2.55
Sauerkraut,Dawtona,1.9
Classic American Pepperoni Pizza,Pizza Express,2.825
Plant Greek Style Kebab,Vivera,1.1
Mango & Chilli Chutney Poppadoms,Walkers,2.7525
Eau de source naturelle,DENYA,228.6
Lavache qui rit light 8p,la vache qui rit,5.19
Knusperbrot,Vemondo,1.2
Caramelised Onion Sausages,This Isn’t Pork,1.42
Mango Chutney Sweet 210g Pataks,Haugen - gruppen as,2.98
Smooth Peanut Butter,Asda,1.1
Light & Crispy Fish Fillets,Gastro,1.0825
Ruby Beetroot Sauerkraut,Biona,1.78
Bake at Home White Baguettes,"Aldi,Village Bakery",2.075
Chopped Pork and Ham,Hormel,2.4
Løksuppe 400g Baxters,Oluf lorentzen as,2.115
Organic Free Range Pork Sausages,"Waitrose Duchy Organic,Duchy Organic,Waitrose",1.13
Leader chips fromage,Leader Chips,4.0
Camembert gran coeur.medina,,1.25
Barbecue sauce,Sweet Bay Ray’s,1.88
BOURBON,Britannia,297.5
Camembert,"Chêne d'Argent, Lidl",1.4
Délicimo duo anans,jaouda,5.5
Red Hot Wings Buffalo Sauce,Frank’s,5.78
tomate frito aicha 350 g,Aicha,1.2
Flora,Flora,1.3
kissan fresh tomato,Kissan,2.37
kissan fresh tomato,"Kissan,Unilever",2.37
paprika,Doritos,1.1
Cottage cheese,Danone,1.3675
Crunchy Toasts Seigle complet & sésame,Carrefour,1.2
Camembert de campagne,Président,1.3
Crackers Espelta 3 semillas,"Carrefour BIO, Carrefour",1.77
Eau de source Les Chesnaux,"Intermarché, Premier prix",1.85
Maille Vinaigrette Légère aux 3 Vinaigres Pointe d'Orange 36cl,"Maille, Unilever",1.5
,Carrefour,1.2
Bénénuts Twinuts original,Bénénuts,2.0
,Romaqua Group,7.0866
La Gâche Tranchée au sucre x 14 tranches,La fournee doree,1.1
Maille Spécialité Moutarde Fins Gourmets Pointe d'Epices Bocal,Maille,5.0
cookies aux pépites de chocolat,sondey,1.16
Grana Padano,"Marque Repère, Les Croisés",1.5
Pavé complet 350g,Jacquet,1.2
Pain de mie farine complète sans croute,Mannapain,1.2
Cœur Complice,Carrefour,1.3
Beurre gastronomique demi sel,Récemment consommé,2.0
Amora Moutarde Condiment Bocal 430g,Amora,5.0
Véritables rillettes du Mans,Saint Alby,1.3
"Quart de miche, tranché et emballé",Poilâne,1.1
Tomato ketchup,Carrefour,1.7
Allioli,Chovi,1.3
Salmón al natural,Hacendado,3000.0
Déli matin,"Marque Repère, P'tit Déli",1.1
4 pains pita 320g,La Boulangère,1.3
Sans gluten et sans lactose,Wasa,1.1
Moutarde de Dijon,Bioster,5.7
Tradicional,Mercadona,1.18
Brot Mein Knusperbrot Roggen,Leicht & Cross,1.3
Shin Kimchi,Nongshim,4.5
Curry Mango sauce flacon 225 g,Heinz,1.5
RILLETTES POULET ROTI 220g massif TRAD,"Les Mousquetaires, Monique ranou, Sélection des Mousquetaires",1.2
Hummus - Pikant,"Kühlmann,Wonnemeyer",1.42
Ciabatta,Schär,1.2
"Hummus , Natur",NOA,1.5
Herbamare,"A.Vogel, Bioforce",93.6
Grissini Sesamo,Italiamo,1.75
Erdnussbutter Crunchy,Zentis,1.1
Cheddar,Milbona,1.81
olive verdi bella di cerignola in salomoia,Italiamo,2.1
Ketchup,Rustica,2.6
Blanc de Poulet - Fumé - Halal,Fleury Michon,1.8
Cancoillotte IGP Nature,"Lidl, Saveurs de nos régions",1.7
Blanc de dinde 100% filet doré au four,SAINT ALBY,1.6
Chips Saveur Sauce Pommes Frites,Brets,1.2
Fromage blanc 0% fraise,Light & Free,140.0
Salsa Piri Piri,Hacendado,5.28
Protein Mix mit Nüssen & Sojabohnen,"Alesto, Lidl",1.0325
Gluten Free Pizza Base 2 x (300g),Schär,1.3
Tomato Ketchup,Heinz,450.0
HERTA LE BON PARIS Jambon sel réduit x2 -70g,"HERTA,Le Bon Paris",1.41
HERTA LE BON PARIS Jambon fumé x4 - 140g,"HERTA, Le Bon Paris",1.83
Galletas Divertidas,Hacendado,1.1
Instant soup with chicken flavor,REEVA,5.5
French Fries - Ready Salted,Walkers,2.5
"Protein Granola - hazelnut, almond, chocolate",Protein Go on,410.0
Jamón Serrano,Jamcal,4.21
Наеязан кашкавал,bluedino,1.8
6 Vegetarian Lincolnshire Sausages,Linda McCartney,1.625
Planta Fin demi-sel,Planta Fin,1.1
instant noodles,Noodlicious,3.42
Parmigiano Reggiano,Lidl,1.63
Salsa light,Hacendado,2.1
Chipsfrisch Peperoni,Funny-frisch,1.4
Pechuga de pavo finas lonchas,Hacendado,1.85
Water Biscuits,Tesco,1.1
Ritz,"Nabisco,Ritz crackers",2.03125
Salad Cream,heinz,1.5
Grana Padano 16 Mesi,"Lidl,Milbona,Saviola",1.5
Allumettes de poulet,Fleury Michon,1.3
Snaktastic Lentil curls Thai Sweet Chili,Lidl,1.83
fruit and fibre,Kellogg's,1.0825
eau minérale naturelle,Palma,59.475
Castello Creamy Blue,Castello,1.6002
Sweet Pickle,Bramwells,1.6
Organic Raw Cane Sugar,Florida Crystals,1.0267857142857
Classic Houmous,delphi,1.18
Skippy Smooth Peanut Butter,Skippy,1.1125
Crunchy peanut butter,Lidl,1.02
corn muffin mix,JIFFY,5.175
French Slightly Salted Butter,President,1.5
Smiths Scampi & Lemon Snacks,Smiths,2.86
eau minérale naturelle,Melliti,91.75
Seedlip Slices x8,The Heart of Nature,1.25
Unpasteurised Churned Salted Butter,Isigny Sainte-Mère,2.25
Piccalilli,Branston,2.0
"Céréales Corn Flakes, 500g",U,1.1
British Mackerel Fillets,dawtona,1.96
Mayo,Primal Kitchen,212.5
Gnocchis tomato & mozzarella,Giovanni Rana,1.5725
Croutons de pains croustillants,Tipiak,1.8
Chicken Stock Cubes,Newgate,1.545
PURE IRISH BUTTER,Kerrygold,250.0
White Miso,Miso Tasty,11.5
Chorizo Riojano,Martínez Somalo,3.2
